Chapter,Number,Source,Value,Media,A,B,C,D,CorrectAnswer,Explanation
Objective-2,106,CH2_SEIDL,Which of the following is the best description for VM sprawl?  ,,A. When VMs on your network outnumber physical machines  , B. When there are more VMs than IT can effectively manage  , C. When a VM on a computer begins to consume too many resources  , D. When VMs are spread across a wide area network ,B,Virtual machine (VM) sprawl refers to a situation in which the network has more virtual machines than the IT staff can effectively manage. The remaining options do not match the term VM sprawl.
Objective-2,107,CH2_SEIDL,Which of the following is the best description of a stored procedure? ,,"A. Code that is in a DLL, rather than the executable  ", B. Server-side code that is called from a client  , C. SQL statements compiled on the database server as a single procedure that can be called ," D. Procedures that are kept on a separate server from the calling application, such as in middleware",C,"Stored procedures are commonly used in many database management systems to contain SQL statements. The database administrator (DBA), or someone designated by the DBA, creates the various SQL statements that are needed in that business, and then programmers can simply call the stored procedures. Stored procedures are not related to dynamic linked libraries (DLLs). Stored procedures can be called by other stored procedures that are also on the server. Finally, stored procedures are not related to middleware."
Objective-2,108,CH2_SEIDL,Farès is responsible for security at his company. He has had bollards installed around the front of the building. What is Farès trying to accomplish?    ,,A. Gated access for people entering the building  , B. Video monitoring around the building  , C. Protecting against EMI  , D. Preventing a vehicle from being driven into the building ,D,Bollards are large barriers that are often made of strong substances like concrete. They are effective in preventing a vehicle from being driven into a building. None of the other answers match the purpose of a bollard.
Objective-2,109,CH2_SEIDL,The large company that Selah works at uses badges with a magnetic stripe for entry access. Which threat model should Selah be concerned about with badges like these?    ,,A. Cloning of badges  , B. Tailgating  , C. Use by unauthorized individuals  , D. All of the above ,D,"Selah should be concerned about cloning the badges because magnetic stripe badges are relatively simple to clone in most cases. Tailgating is common, particularly if there are large numbers of employees, since employees are unlikely to allow doors to close and then reopen them for every person who enters during shift changes. Since magnetic stripe readers do not require any additional information, use by unauthorized individuals is easy if a badge is lost or stolen."
Objective-2,110,CH2_SEIDL,You are concerned about VM escape attacks causing a significant data breach. Which of the following would provide the most protection against this?    ,,A. Separate VM hosts by data type or sensitivity.  , B. Install a host-based antivirus on both the VM and the host.  , C. Implement FDE on both the VM and the host.  , D. Use a TPM on the host. ,A,"Virtual machine (VM) escape attacks rely on a flaw in the hypervisor that could allow an attacker to attack the hypervisor itself. Typical system administration best practices can help, including regular patching of the hypervisor, but in the event of a successful escape attack, limiting damage by keeping VMs of the same sensitivity level isolated to the same host can prevent broader impact. Antivirus is always a good idea and may even stop some malware-based VM escape attacks, but isolating the VM is more effective. Full-disk encryption (FDE) will have no effect since the disk must be unencrypted during operation.  A Trusted Platform Module (TPM) is used for storing cryptographic keys."
Objective-2,111,CH2_SEIDL,Teresa is the network administrator for a small company. The company is interested in a robust and modern network defense strategy but lacks the staff to support it. What would be the best solution for Teresa to use?    ,,A. Implement SDN.  , B. Use automated security.  , C. Use an MSSP.  , D. Implement only the few security controls they have the skills to implement. ,C,"Managed security service providers (MSSPs) are an outside company that handles security tasks. Some or even all security tasks can be outsourced, including intrusion detection and prevention (IDS/IPS) management, security information and event management (SIEM) integration, and other security controls. Software-defined networking (SDN) would make managing security somewhat easier but would itself be difficult to implement. Automating as much security activity as is practical would help alleviate the problem but would not be as effective as security as a service. Finally, only implementing a few security controls would likely leave control gaps."
Objective-2,112,CH2_SEIDL,Dennis is trying to set up a system to analyze the integrity of applications on his network. He wants to make sure that the applications have not been tampered with or Trojaned. What would be most useful in accomplishing this goal?    ,,A. Implement NIPS.  , B. Use cryptographic hashes.  , C. Sandbox the applications in question.  , D. Implement NIDS. ,B,"Cryptographic hashes are used for integrity checking of files, network packets, and a variety of other applications. Storing a cryptographic hash of the application and comparing the application on the network to that hash will confirm (or refute) whether the application has been altered in any way. Network intrusion detection or network intrusion prevention systems (NIPSs/NIDSs) are useful, but they won’t prevent an application from being altered.  Sandboxing is used to isolate an application, but it won’t detect whether it has been tampered with."
Objective-2,113,CH2_SEIDL,"George is a network administrator at a power plant. He notices that several turbines had unusual ramp-ups in cycles last week. After investigating, he finds that an executable was uploaded to the system control console and caused this. Which of the following would be most effective in preventing this from affecting the SCADA system in the futur ?     ",,A. Implement SDN.  , B. Improve patch management.  , C. Place the SCADA system on a separate VLAN.  , D. Implement encrypted data transmissions. ,C,"Separating the SCADA (Supervisory Control and Data Acquisition) system from the main network makes it less likely that the SCADA system can be affected from the main network. This includes malware as well as human action. Software-defined networking (SDN) would make isolating the SCADA system easier but would not actually isolate it.  Patch management is always important, but in this case, it would not have prevented the issue. Encrypted data transmissions, such as TLS, would have no effect on this situation."
Objective-2,114,CH2_SEIDL,Gordon knows that regression testing is important but wants to prevent old versions of code from being re-inserted into new releases. What process should he use to prevent this?    ,,A. Continuous integration  , B. Version numbering  , C. Continuous deployment  , D. Release management ,B,"Gordon should implement a version numbering scheme and ensure that the proper current version of software components is included in new releases and deployments. Developers could still manually reintroduce old code, but version numbering helps to ensure that you have a current version in use. Neither continuous deployment nor continuous integration will prevent old code from being inserted, and release management may rely on version numbering but won’t prevent it by itself."
Objective-2,115,CH2_SEIDL,Mia is a network administrator for a bank. She is responsible for secure communications with her company’s customer website. Which of the following would be the best for her to implement?    ,,A. SSL  , B. PPTP  , C. IPSec  , D. TLS ,D,"Transport Layer Security (TLS) provides a reliable method of encrypting web traffic. It supports mutual authentication and is considered secure. Although Secure Sockets Layer (SSL) can encrypt web traffic, TLS was created in 1999 as its successor. Although many network administrators still use the term SSL, in most cases today what you are using is actually TLS, not the outdated SSL. PPTP and IPSec are protocols for establishing a VPN, not for encrypting web traffic."
Objective-2,116,CH2_SEIDL,Which of the following is not a common challenge with smartcard-based authentication s ystems?    ,,A. Weak security due to the limitations of the smartcard’s encryption support  ," B. Added expense due to card readers, distribution, and software installation  ", C. Weaker user experience due to the requirement to insert the card for every authentication  , D. Lack of security due to possession of the card being the only factor used ,A,"Smartcards can support modern cryptographic algorithms, meaning that weak security due to a smartcard’s limitations on encryption is not a common issue. Smartcard readers and maintenance do add additional expense, and user experiences are limited by the need to have the card in hand and insert it or present it to a reader either during authentication or for entire sessions. Smartcards typically have a PIN or password, meaning that they are used for multifactor, not single-factor, authentication."
Objective-2,117,CH2_SEIDL,"Susan’s secure building is equipped with alarms that go off if specific doors are opened. As part of a penetration test, Susan wants to determine if the alarms are effective. What technique is used by penetration testers to make alarms less effective?    ",,A. Setting off the alarms as part of a preannounced test  , B. Disabling the alarms and then opening doors to see if staff report the opened doors  , C. Asking staff members to open the doors to see if they will set the alarm off  , D. Setting off the alarms repeatedly so that staff become used to hearing them go off ,D,"Setting off an alarm so that staff become used to it being a false positive is a technique that penetration testers may use if they can gain access to a facility. Once staff are used to alarms going off and ignore it, the penetration testers can enter areas that are alarmed without a response occurring. Setting off the alarm as part of a test isn’t typical for penetration testers, and disabling the alarm and waiting for the lack of an alarm to be reported is also more likely to be part of an internal test, not a penetration test. Asking staff members to open the door is not a means of making alarms less effective, and staff members who know the door is alarmed are unlikely to do so."
Objective-2,118,CH2_SEIDL,What term is used to describe the general concept of “anything as a service”?  ,,A. AaaS  , B. ATaaS  , C. XaaS  , D. ZaaS ,C,"The term “XaaS” refers to anything as a service, a broad reference to the huge number of options that exist for services via third-party providers. The rest of the options for this question were made up for the question."
Objective-2,119,CH2_SEIDL,What role does signage play in building security?  ,,A. It is a preventive control warning unauthorized individuals away from secured areas.  ," B. It can help with safety by warning about dangerous areas, materials, or equipment.  ", C. It can provide directions for evacuation and general navigation.  , D. All of the above ,D,"Signage plays multiple roles in secure environments, including discouraging unwanted or unauthorized access, providing safety warnings, and helping with evacuation routes and other navigation information as part of a physical safety effort."
Objective-2,120,CH2_SEIDL,Nora has rented a building with access to bandwidth and power in case her organization ever experiences a disaster. What type of site has she established?    ,,A. A hot site  , B. A cold site  , C. A warm site  , D. A MOU site ,B,"Nora has established a cold site. A cold site is a location that can be brought online but does not have systems; cold sites typically have access to power and bandwidth, but they need to be fully equipped to operate after a disaster since they are just rented space. Warm sites have some or all of the infrastructure and systems Nora needs but does not have data.  A hot site is a fully functional environment with all of the hardware, software, and data needed to operate an organization. They are expensive to maintain and run but are used by organizations that cannot take the risk of downtime. A MOU is a memorandum of understanding and is not a type of disaster recovery site."
Objective-2,121,CH2_SEIDL,Matt is patching a Windows system and wants to have the ability to revert to a last known good configuration. What should he set?    ,,A. A system restore point  , B. A reversion marker  , C. A nonpersistent patch point  , D. A live boot marker ,A,Windows calls the point that it saves to return to a known good configuration a system restore point. Matt should set one prior to installing new software or patching if he is worried about what might occur. The rest of the options are not Windows terms.
Objective-2,122,CH2_SEIDL,Which multifactor authentication can suffer from problems if the system or device’s time is not correct?    ,,A. TOTP  , B. SMS  , C. HOTP  , D. MMAC ,A,"TOTP, or time-based one-time password, algorithms rely on the time being accurate between both of the authentication hosts. That means that if a system or device is not properly synced to an authoritative and correct time server, or if its local system time has drifted, the authentication may fail. Although TOTP systems have some flexibility, a clock that is sufficiently incorrect will cause an issue. HMAC-based one-time password (HOTP) and short message service (SMS)-based multifactor systems do not suffer from this issue, and MMAC was made up for this question."
Objective-2,123,CH2_SEIDL,The company that Nina works for has suffered from recent thefts of packages from a lowsecurity delivery area. What type of camera capability can they use to ensure that a recently delivered package is properly monitored?    ,,A. Infrared image capture  , B. Motion detection  , C. Object detection  , D. Facial recognition ,C,"Object detection capabilities can detect specific types or classes of objects and can be used to determine if the object is moved. In this case, Nina could enable object detection to notify her when packages are delivered, and she may be able to specifically select an object to monitor for additional security. Infrared capabilities are useful in low-light situations, motion detection helps to preserve storage space by only recording when motion occurs, and facial recognition could help identify specific individuals but won’t help with packages."
Objective-2,124,CH2_SEIDL,Which of the following is not a common organizational security concern for wearable devices?    ,,A. GPS location data exposure  , B. Data exposure  , C. User health data exposure  , D. Insecure wireless connectivity ,C,"Although user health data is a concern for the wearer of the device, unless the device is required by the organization, the user’s health data is typically not an organizational security concern. GPS location data, data exposure from data that is copied to or accessible from the device, and the potential for devices to act as unsecured wireless gateways to the organization’s network are all common security concerns for wearables. Lack of patching, lack of device encryption, and the inability to enforce compliance or security policies are also common concerns for wearables."
Objective-2,125,CH2_SEIDL,Tim is building a Faraday cage around his server room. What is the primary purpose of a Faraday cage?    ,,A. To regulate temperature  , B. To regulate current  , C. To block intrusions  , D. To block EMI ,D,A Faraday cage is a metal wire mesh designed to block electromagnetic interference (EMI). None of the other answers describe what a Faraday cage is used for or capable of.
Objective-2,126,CH2_SEIDL,You are working for a large company. You are trying to find a solution that will provide controlled physical access to the building and record every employee who enters the building. Which of the following would be the best for you to implement?    ,,A. A security guard with a sign-in sheet  , B. Smartcard access using electronic locks  , C. A camera by the entrance  , D. A sign-in sheet by the front door ,B,"Smartcards paired with electronic locks can be used to allow entrance into a building.  The smartcard system can also store information about the user, and thus the system can log who enters the building. A security guard with a sign-in sheet would function, but there are many ways to subvert a sign-in sheet, and a guard can be distracted or become inattentive.  This makes smartcard access a better solution. Guards are also more expensive over time.  A camera would record who enters but would not control access. A nonemployee could enter the building. An uncontrolled/supervised sign-in sheet would not be secure."
Objective-2,127,CH2_SEIDL,What concern causes organizations to choose physical locks over electronic locks?  ,,A. They provide greater security.  , B. They are resistant to bypass attempts.  , C. They are harder to pick.  , D. They do not require power. ,D,"Although electronic locks offer a number of advantages, including the ability to provide different codes or access to different users and the ability to deprovision access, they also require power, whether in the form of a battery or constantly provided power from a power source. That means that power loss can cause issues, either due to the lock remaining locked or defaulting to an open state."
Objective-2,128,CH2_SEIDL,Kara has been asked to include IP schema management as part of her configuration management efforts. Which of the following is a security advantage of IP schema configuration management?    ,,A. Detecting rogue devices  , B. Using IP addresses to secure encryption keys  , C. Preventing denial-of-service attacks  , D. Avoiding IP address exhaustion ,A,"Managing her organization’s IP address schema and usage will allow Kara to identify unknown and potentially rogue devices. IP addresses are not used to secure encryption keys, and managing a schema will not help prevent denial-of-service attacks. Keeping track of what IP addresses are in use can help avoid IP address exhaustion, but this does not provide a direct security advantage."
Objective-2,129,CH2_SEIDL,Carole is concerned about security for her server room. She wants the most secure lock she can find for the server room door. Which of the following would be the best choice for her?    ,,A. Combination lock  , B. Key-in-knob  , C. Deadbolt  , D. Padlock ,C,"Of the locks listed here, deadbolts are the most secure. The locking bolt goes into the door frame, making it more secure. Whether a lock uses a key or combination does not change how secure it is. Key-in-knob is a very common, and generally provides less resistance to bypass than a deadbolt-based solution. Finally, padlocks can be cut off with common bolt cutters."
Objective-2,130,CH2_SEIDL,Melissa wants to implement NIC teaming for a server in her datacenter. What two major capabilities will this provide for her?    ,,A. Lower latency and greater throughput  , B. Greater throughput and fault tolerance  , C. Higher latency and fault tolerance  , D. Fault tolerance and lower latency ,B,"NIC teaming can provide greater throughput by sending traffic through multiple network interface cards (NICs) while also ensuring that loss of a card will not cause an outage, thus providing fault tolerance."
Objective-2,131,CH2_SEIDL,Molly is implementing biometrics in her company. Which of the following should be her biggest concern?    ,,A. FAR  , B. FRR  , C. CER  , D. EER ,A,"False acceptance rate (FAR) is the rate at which the system incorrectly allows in someone it should not. This is clearly a significant concern. Any error is a concern, but the false rejection rate is less troublesome than the false acceptance rate. The cross-over error rate (CER) is when the FAR and the false rejection rate (FRR) become equal. This indicates a consistent operation of the biometric system. The equal error rate is another name for crossover error rate."
Objective-2,132,CH2_SEIDL,Mike is concerned about data sovereignty for data that his organization captures and maintains. What best describes his concern? ,,A. Who owns the data that is captured on systems hosted in a cloud provider’s infrastructure?  ," B. Can Mike’s organization make decisions about data that is part of its service, or does it  belong to users? ", C. Is the data located in a country subject to the laws of the country where it is stored?  ," D. Does data have rights on its own, or does the owner of the data determine what rights may apply to it?",C,"Data sovereignty refers to the concept that data that is collected and stored in a country is subject to that country’s laws. This can be a complex issue with multinational cloud services and providers that may store data in multiple countries as part of their normal architecture. It may also create compliance and other challenges based on differences in national laws regarding data, data privacy, and similar issues."
Objective-2,133,CH2_SEIDL,What are the key limiting factors for cryptography on low-power devices? ,,"A. There are system limitations on memory, CPU, and storage.  ", B. The devices cannot support public key encryption due to an inability to factor prime numbers. , C. There is a lack of chipset support for encryption.  , D. Legal limitations for low-power devices prevent encryption from being supported. ,A,"Low-power devices typically have limited processor speed, memory, and storage, meaning that encryption can be a challenge. Fortunately, solutions exist that implement low-power cryptographic processing capabilities, and continued advances in processor design continue to make lower-power processors faster and more efficient. Legal limitations do not typically take into account whether a device is a low-power device, and public key encryption can be implemented on a wide range of CPUs and embedded systems, so factoring prime numbers is unlikely to be an issue."
Objective-2,134,CH2_SEIDL,Fred is responsible for physical security in his company. He wants to find a good way to protect the USB thumb drives that have BitLocker keys stored on them. Which of the following would be the best solution for this situation?    ,,A. Store the drives in a secure cabinet or safe.  , B. Encrypt the thumb drives.  , C. Don’t store BitLocker keys on these drives.  , D. Lock the thumb drives in desk drawers. ,A,"A secure cabinet or safe is tamper-proof and provides a good place to store anything you are trying to physically protect. Encrypting thumb drives would require you to store the key used to encrypt the thumb drive, thus continuing the problem. It is actually a good practice to store BitLocker keys on removable media, provided that media is safeguarded. In most cases, desk drawers are not secure and can easily be broken into, even if they are locked."
Objective-2,135,CH2_SEIDL,Juanita is responsible for servers in her company. She is looking for a fault-tolerant solution that can handle two drives failing. Which of the following should she select?    ,,A. RAID 3  , B. RAID 0  , C. RAID 5  , D. RAID 6 ,D,"RAID 6, disk striping with dual parity, uses a minimum of four disks with distributed parity bits. RAID 6 can handle up to two disks failing. RAID 3 is byte-level striping with dedicated parity and cannot tolerate more than a single drive failing. RAID 0 is disk striping, which cannot handle disk failure, and RAID 5, disk striping with distributed parity, can handle only one disk failing."
Objective-2,136,CH2_SEIDL,"Maria’s organization uses a CCTV monitoring system in their main office building, which is occupied and in use 24-7. The system uses cameras connected to displays to provide real-time monitoring. What additional feature is the most likely to receive requests to ensure that her organization can effectively use the CCTV system to respond to theft a d other issue ?    ",,A. Motion activation  , B. Infrared cameras  , C. DVR  , D. Facial recognition ,C,"The ability to record is not included in many traditional closed-circuit television (CCTV) monitoring systems and is a key element of investigations of theft and other issues. Motion activation and facial recognition are typically associated with computer-based camera systems but do not directly address the concern Maria is working to handle. Infrared cameras would be more useful in spaces where lights were not always in use, such as outdoors or in facilities that are not occupied at night."
Objective-2,137,CH2_SEIDL,What is the primary threat model against static codes used for multifactor authentication?  ,,A. Brute force  , B. Collisions  , C. Theft  , D. Clock mismatch ,C,"Static codes are typically recorded in a secure location, but if they are not properly secured, or are otherwise exposed, they can be stolen. Brute-force attempts should be detected and prevented by back-off algorithms and other techniques that prevent attacks against multifactor authentication systems. Collisions exist with hashing algorithms, not with static multifactor codes, and clock mismatch issues occur for time-based one-time password (TOTP) codes."
Objective-2,138,CH2_SEIDL,Dennis needs a cryptographic algorithm that provides low latency. What type of cryptosystem is most likely to meet this performance requirement?    ,,A. Hashing  , B. Symmetric encryption  , C. Asymmetric encryption  , D. Electronic one-time pad ,B,"A symmetric cryptosystem will typically perform faster and with less processor overhead and thus lower latency than asymmetric cryptosystems. Hashing is not encryption, and onetime pads are not implemented in modern cryptosystems, although they may have uses in future quantum cryptographic solutions."
Objective-2,139,CH2_SEIDL,The company that Devin works for has selected a nondescript building and does not use exterior signage to advertise that the facility belongs to them. What physical security term describes this type of security control?    ,,A. Industrial camouflage  , B. Demilitarized zone  , C. Industrial obfuscation  , D. Disruptive coloration ,A,"Industrial camouflage efforts minimize how noticeable a facility is, helping it to remain unnoticed by casual observers. Although industrial camouflage can be useful, it is rarely effective against determined adversaries. A demilitarized zone (DMZ) in information security terms is a network segment that is intentionally exposed to the public with appropriate security protecting, while stronger security is applied to nonpublic resources. Disruptive coloration is a camouflage technique but not one used in information security. Industrial obfuscation was made up for this question."
Objective-2,140,CH2_SEIDL,"Ed knows that TLS sessions start using asymmetric encryption, and then move to use symmetric keys. What limitation of asymmetric cryptography drives this design decision?    ",,A. Speed and computational overhead  , B. Key length limitations  , C. Lifespan (time) to brute force it  , D. Key reuse for asymmetric algorithms ,A,"Asymmetric cryptography has a relatively high computational overhead, making symmetric key encryption faster. That means that once you can exchange an ephemeral symmetric key, or a series of keys, you can encrypt and send data more quickly and efficiently using symmetric encryption. There is no key length limitation, and reasonable lifespans are met with either technology. Key reuse is not an issue with a public key encryption scheme."
Objective-2,141,CH2_SEIDL,"When you are concerned about application security, what is the most important issue in memory management?    ",,A. Never allocate a variable any larger than is needed.  , B. Always check bounds on arrays.  ," C. Always declare a variable where you need it (i.e., at function or file level if possible).  ", D. Make sure you release any memory you allocate. ,D,"Failure to release memory you have allocated can lead to a memory leak. Therefore, if you are using a programming language like C++ that allows you to allocate memory, make certain you deallocate that memory as soon as you are finished using it. Allocating only the variable size needed and declaring variables where needed are good programming practices.  However, failure to follow them just leads to wasteful use of memory; it does not lead to a security problem like a memory leak. Although this is a good idea to prevent buffer overflows, it is not a memory management issue."
Objective-2,142,CH2_SEIDL,Bart wants to ensure that the files he encrypts remain secure for as long as possible. What should Bart do to maximize the longevity of his encrypted file’s security?    ,,A. Use a quantum cipher.  , B. Use the longest key possible.  , C. Use an anti-quantum cipher.  , D. Use a rotating symmetric key. ,B,"Using a longer key is the best way to make it less likely that an encrypted file will be cracked. This does not prevent issues with the algorithm itself, but if a vulnerability is not found in an algorithm, adding key length will help ensure that even significant increases in computational power will not result in the encryption being cracked in a reasonable period of time. Quantum computing has the potential to change this, but practical quantum encryption cracking tools are not known to be available yet. There is no such thing as an anti-quantum cipher, and a rotating symmetric key might be used to ensure that a key could not be cracked but does not provide longevity. Instead, it is used to allow ephemeral communications to be less likely to be cracked on an ongoing basis."
Objective-2,143,CH2_SEIDL,"Nadine’s organization stores and uses sensitive information, including Social Security numbers. After a recent compromise, she has been asked to implement technology that can help prevent this sensitive data from leaving the company’s systems and networks. What type of technology should Nadine implement?    ",,A. Stateful firewalls  , B. OEM  , C. DLP  , D. SIEM ,C,"The best answer from this list is DLP, or data loss prevention technology. DLP is designed to protect data from being exposed or leaking from a network using a variety of techniques and technology. Stateful firewalls are used to control which traffic is sent to or from a system, but will not detect sensitive data. OEM is an original equipment manufacturer, and security information and event management (SIEM) can help track events and incidents but will not directly protect data itself."
Objective-2,144,CH2_SEIDL,What form is the data used for quantum key distribution sent in?  ,,A. Bytes  , B. Bits  , C. Qubits  , D. Nuquants ,C,"Encryption keys used for quantum key distribution are sent in the form of qubits. The polarization state of the qubits reflects the bit values of the key. Once sent, the receiver can validate the state of some of those qubits to ensure both sender and receiver have the same key. Bytes and bits are used in traditional data exchanges, and nuquants were made up for this question."
Objective-2,145,CH2_SEIDL,Alicia needs to ensure that a process cannot be subverted by a single employee. What security control can she implement to prevent this?    ,,A. Biometric authentication  , B. Two-person control  , C. Robotic sentries  , D. A DMZ ,B,"Two-person control schemes require two individuals to be involved to perform an action.  This means that Alicia can implement a two-person control scheme knowing that both individuals would have to be involved to subvert the control process. Biometrics will merely validate that a person is who they say they are, robotic sentries do not add any particular value to this scenario, and a demilitarized zone (DMZ) is used to keep front-facing systems in a zone that can be controlled and secured."
Objective-2,146,CH2_SEIDL,"Social login, the ability to use an existing identity from a site like Google, Facebook, or a Microsoft account, is an example of which of the following concepts?     ",,A. Federation  , B. AAA  , C. Privilege creep  , D. Identity and access management ,A,"Social login is an example of a federated approach to using identities. The combination of identity providers and service providers, along with authorization management, is a key part of federation. AAA is authentication, authorization, and accounting and is typically associated with protocols like RADIUS. Privilege creep occurs as staff members change jobs and their privileges are not adjusted to only match their current role. IAM is a broader set of identity and access management practices. Although IAM may be involved in federated identity, this question does not directly describe IAM."
Objective-2,147,CH2_SEIDL,Michelle is traveling and wants to plug her phone into the charger in her hotel room. What security precaution can she use to ensure that her phone is not attacked by a malicious device built into the charger in her room?     ,,A. A USB data blocker  , B. A parallel USB cable  , C. A data circuit breaker  , D. An HOTP interrogator ,A,"USB data blockers are used to ensure that cables can only be used for charging, and not for data transfer. None of the other answers to this question are used for this purpose, and in fact all were made up—USB is a serial bus, circuit breakers are used for power, and HMAC-based one-time password (HOTP) is a type of multifactor token algorithm."
Objective-2,148,CH2_SEIDL,Which cloud service model provides the consumer with the infrastructure to create applications and host them? ,,A. SaaS  , B. PaaS  , C. IaaS  , D. IDaaS ,B,"In the platform-as-a-service (PaaS) model, the consumer has access to the infrastructure to create applications and host them. Software-as-a-service (SaaS) supplies a particular application; infrastructure-as-a-service (IaaS) does not directly provide the ability to create applications, although this distinction is quickly blurring; and IDaaS is identity-as-a-service."
Objective-2,149,CH2_SEIDL,Why is avoiding initialization vector and key reuse recommended to ensure secure encryption?     ,,A. It makes it impossible to brute force.  , B. It means a single successful attack will not expose multiple messages.  , C. It means a single successful attack will not expose any messages.  , D. It makes brute force easier. ,B,"Avoiding reuse of the key components of an encryption process means that even if a malicious actor managed to break the encryption for a message or exchange, the next new initialization vector (IV) and key would require an entirely new brute-force attack. Using a new IV and key does not make brute-force attacks impossible, nor does it make brute force easier. A single successful attack would expose a single message, or however much data was encrypted using that IV and key."
Objective-2,150,CH2_SEIDL,"Dan knows that his Linux system generates entropy that is used for multiple functions, including encryption. Which of the following is a source of entropy for the Linux kernel?     ",,A. Time of day  , B. User login events  , C. Keystrokes and mouse movement  , D. Network packet timing ,C,"The Linux kernel uses user-driven events like keystrokes, mouse movement, and similar events to generate randomness (entropy). The time of day is not random, user logins are typically not frequent enough or random enough to be a useful source of entropy, and network packet timing is not used for this. If you encounter a question like this and don’t know where to start, consider what you know about entropy—it is randomness, so you would be looking for the input that would have the most randomness to it. Thus, you could rule out the time of day, and likely user logins. After that, you might consider what could be controlled by an external party: network packets being sent to the system, and rule that out as a potential attack vector. That leaves keyboard input and mouse movement."
Objective-2,151,CH2_SEIDL,Mike knows that computational overheads are a concern for cryptographic systems. What can he do to help limit the computational needs of his solution?     ,,A. Use hashes instead.  , B. Use short keys.  , C. Use elliptic curve encryption.  , D. Use the RSA algorithm. ,C,"Elliptic curve encryption schemes allow the use of a shorter key for the same strength that an RSA key would require, reducing the computational overhead required to encrypt and decrypt data. That doesn’t mean you should use a short key; instead, you must select a key length that matches your requirements for resistance to brute force and other attacks.  Hashing is nonreversible and is not a form of encryption."
Objective-2,152,CH2_SEIDL,What is the primary role of lighting in a physical security environment? ,,A. It acts as a detective control.  , B. It acts as a reactive control.  , C. It acts as a deterrent control.  , D. It acts as a compensating control. ,C,"Lighting serves a deterrent control, making potential malicious actors feel like they may be observed without dark areas or shadows to hide in. It does not detect actions, it does not compensate for the lack of another control, and although some lights may turn on for motion, the primary purpose is to deter malicious or unwanted actions."
Objective-2,153,CH2_SEIDL,Dennis has deployed servers and storage to each of the facilities his organization runs to ensure that scientific equipment can send and receive data at the speed that it needs to function. What computational design concept describes this?     ,,A. Hybrid cloud  , B. Mist computing  , C. Edge computing  , D. Local cloud ,C,"Edge computing places both data storage and computational power closer to where it is needed to save on bandwidth and to improve the response of associated applications and services. Hybrid computing combines local and cloud computing. Local cloud builds cloud infrastructure on local systems. Mist computing was made up for this question but may sound similar to fog computing, a term that has a similar meaning to edge computing, which uses local computation and storage that is then Internet connected."
Objective-2,154,CH2_SEIDL,Ben replaces sensitive data in his database with unique identifiers. The identifiers allow him to continue to take actions on the data without exposing the data itself. What type of solution has he deployed?     ,,A. Masking  , B. Encryption  , C. Hashing  , D. Tokenization ,D,"Ben has deployed a tokenization scheme. Encryption would require the data to be decrypted to be used, and this is not mentioned. Hashing could be used to conceal values but does not preserve the ability to work with the data. Masking modifies content to conceal personally identifiable information or other sensitive information."
Objective-2,155,CH2_SEIDL,Dana wants to discourage potential malicious actors from accessing her facility. Which of the following is both a deterrent and a physical control?     ,,A. A visitor log  , B. A motion detector  , C. A security camera  , D. Fences ,D,Fencing is both a useful deterrent because it discourages malicious actors from accessing the grounds that Dana wants to protect. It is also an example of a physical control. A visitor log is an administrative control and will not deter malicious actors. Motion detectors and cameras are examples of detective controls.
Objective-2,156,CH2_SEIDL,What additional capabilities does adding a digital signature to an encrypted message provide?     ,,A. Integrity and nonrepudiation  , B. Confidentiality and integrity  , C. Availability and nonrepudiation  , D. Confidentiality and availability ,A,"Adding a digital signature can ensure that both the message has not been changed, and thus its integrity is intact, and that it supports nonrepudiation by proving that the message is from the sender who claims to have sent it."
Objective-2,157,CH2_SEIDL,Megan has been asked to set up a periodic attestation process for accounts in her organization. What has she been asked to do? ,,A. Validate that the users are still employed.  , B. Validate that the user’s rights and permissions are still correct.  , C. Require users to provide proof of identity.  , D. Validate security controls as part of a test. ,B,"Attestation processes request responsible managers or others to validate that user entitlements or privileges are correct and match those that the user should have. Attestation is not an employment verification process, although managers may discover that users who have left the organization still have rights as part of an attestation process. It does not require proof of identity or validation of security controls."
Objective-2,158,CH2_SEIDL,Elaine wants to adopt appropriate response and recovery controls for natural disasters. What type of control should she use to prepare for a multihour power outage caused by a tornado?     ,,A. A hot site  , B. A generator  , C. A PDU  , D. A UPS ,B,"A generator is the most appropriate answer to a multihour outage. Although a hot site would allow her organization to stay online, the cost of a hot site is much higher than that of a generator. A PDU, or power distribution unit, is used to manage and distribute power, not to handle power outages. Finally, UPS systems are not typically designed to handle long outages. Instead, they condition power and ensure that systems remain online long enough for a generator to take over providing power."
Objective-2,159,CH2_SEIDL,What does a message authentication code (MAC) do when used as part of a cryptographic system?     ,,A. It validates the message’s integrity and authenticity.  , B. It validates the message’s confidentiality and authenticity.  , C. It protects the message’s confidentiality and integrity.  , D. None of the above ,A,A MAC supports authentication and integrity and is used to confirm that messages came from the sender who is claimed to have sent it and also ensure that recipients can validate the integrity of the message. It does not help with confidentiality.
