Chapter,Number,Source,Value,Media,A,B,C,D,CorrectAnswer,Explanation
Objective-3,118,CH3_SEIDL,Many smartcards implement a wireless technology to allow them to be used without a card reader. What wireless technology is frequently used to allow the use of smartcards for entryaccess readers and similar access controls?,,A. Infrared , B. Wi-Fi , C. RFID , D. Bluetooth,C,"Many smartcards implement Radio Frequency Identification (RFID) to allow them to be used for entry access and other purposes. Wi-Fi, Infrared, and Bluetooth generally require powered circuits to interact with systems, making them a poor fit for a smartcard that does not typically have a battery or other power source."
Objective-3,119,CH3_SEIDL,Carl has been asked to set up access control for a server. The requirements state that users at a lower privilege level should not be able to see or access files or data at a higher privilege level. What access control model would best fit these requirements?,,A. MAC , B. DAC , C. RBAC , D. SAML,A,"Mandatory access control (MAC) is the correct solution. It will not allow lower privileged users to even see the data at a higher privilege level. Discretionary access control (DAC) has each data owner configure his or her own security. Role-based access control (RBAC) could be configured to meet the needs, but it’s not the best solution for these requirements. Security Assertion Markup Language (SAML) is not an access control model."
Objective-3,120,CH3_SEIDL,"Jack wants to deploy a network access control (NAC) system that will stop systems that are not fully patched from connecting to his network. If he wants to have full details of system configuration, antivirus version, and patch level, what type of NAC deployment is most likely to meet his needs?",,"A. Agentless, preadmission "," B. Agent-based, preadmission "," C. Agentless, postadmission "," D. Agent-based, postadmission",B,"An agent-based, preadmission system will provide greater insight into the configuration of the system using the agent, and using a preadmission model will allow the system configuration to be tested before the system is allowed to connect to the network. Agentless NAC uses scanning and/or network inventory techniques and will typically not have as deep a level of insight into the configuration and software versions running on a system.  Postadmission systems make enforcement decisions based on what users do after they gain admission to a network, rather than prior to gaining admission, allowing you to quickly rule out two of these options."
Objective-3,121,CH3_SEIDL,"Claire has been notified of a zero-day flaw in a web application. She has the exploit code, including a SQL injection attack that is being actively exploited. How can she quickly react to prevent this issue from impacting her environment if she needs the application to continue to function?",,A. Deploy a detection rule to her IDS. , B. Manually update the application code after reverse-engineering it. , C. Deploy a fix via her WAF. , D. Install the vendor provided patch.,C,"Claire’s best option is to deploy a detection and fix via her web application firewall (WAF) that will detect the SQL injection attempt and prevent it. An intrusion detection system (IDS) only detects attacks and cannot stop them. Manually updating the application code after reverse-engineering it will take time, and she may not even have the source code or the ability to modify it. Finally, vendor patches for zero days typically take some time to come out even in the best of circumstances, meaning that Claire could be waiting on a patch for quite a while if that is the option she chooses."
Objective-3,122,CH3_SEIDL,"Eric wants to provide company-purchased devices, but his organization prefers to provide end users with choices among devices that can be managed and maintained centrally. What mobile device deployment model best fits this need?",,A. BYOD , B. COPE , C. CYOD , D. VDI,C,"CYOD, or choose your own device, allows users to choose a device that is corporate owned and paid for. Choices may be limited to set of devices, or users may be allowed to choose essentially any device depending on the organization’s deployment decisions. BYOD allows users to bring their own device, whereas COPE, or corporate-owned, personally enabled, provides devices to users that they can then use for personal use. VDI uses a virtual desktop infrastructure as an access layer for any security model where specialized needs or security requirements may require access to remote desktop or application services."
Objective-3,123,CH3_SEIDL,"Derek is in charge of his organization’s certificate authorities and wants to add a new certificate authority. His organization already has three certificate authorities operating in a mesh: A-South American CA, B-the United States CA, C-the European Union CA.  As they expand into Australia, he wants to add D. the Australian CA. Which CAs will Derek need to issue certificates to from D. to ensure that systems in the Australian domain are able to access servers in A, B, and C’s domains? ",,A. He needs all the other systems to issue D certificates so that his systems will be trusted there. , B. He needs to issue certificates from D to each of the other CAs systems and then have te other CAs issue D a certificate. , C. He needs to provide the private key from D to each of the other CAs. , D. He needs to receive the private key from each of the other CAs and use it to sign the root certificate for D. 124. ,B,"The key element here is that the certificate authorities (CA) are operating in a mesh, meaning no CA is the root CA and that each must trust the others. To accomplish this, Derek first needs to issue certificates from D to each of the other Cas and then have the others issue D a certificate. Private keys should never be exchanged, and of course if he only has the other systems issue D certificates, they won’t recognize his server."
Objective-3,124,CH3_SEIDL,Claire is concerned about an attacker getting information regarding network devices and their configuration in her company. Which protocol should she implement that would bemost helpful in mitigating this risk while providing management and reporting about network devices?,,A. RADIUS , B. TLS , C. SNMPv3 , D. SFTP,C,"If Claire is using Simple Network Management Protocol (SNMP) to manage and monitor her network devices, she should make sure she is using SNMPv3 and that it is properly configured. SNMPv3 can provide information about the status and configuration of her network devices. Remote Authentication Dial-In User Service (RADIUS) might be used to authenticate to the network, but Transport Layer Security (TLS) and SSH File Transfer Protocol (SFTP) are not specifically used for the purposes described."
Objective-3,125,CH3_SEIDL,"Ben is using a tool that is specifically designed to send unexpected data to a web application that he is testing. The application is running in a test environment, and configured to log events and changes. What type of tool is Ben using?",,A. A SQL injection proxy , B. A static code review tool , C. A web proxy , D. A fuzzer,D,"Fuzzers send unexpected and out of range data to applications to see how they will respond. In this case, Ben is using a fuzzer. Web proxies are often used to do application testing because they allow data to be changed between the browser and the application.  SQL injection may be done via a web proxy, but a dedicated SQL injection proxy is not a type of tool by itself. Finally, a static code review tool is used to review source code and may be as simple as a Notepad application or as complex as a fully integrated development environment (IDE)."
Objective-3,126,CH3_SEIDL,Eric is responsible for his organization’s mobile device security. They use a modern mobile device management (MDM) tool to manage a BYOD mobile device environment. Eric needs to ensure that the applications and data that his organization provides to users of those mobile devices remain as secure as possible. Which of the following technologies will provide him with the best security?,,A. Storage segmentation , B. Containerization , C. Full-device encryption , D. Remote wipe,B,"Containerization will allow Eric’s company’s tools and data to be run inside of an application-based container, isolating the data and programs from the self-controlled bring your own device (BYOD) devices. Storage segmentation can be helpful, but the operating system itself as well as the applications would remain a concern. Eric should recommend full-device encryption (FDE) as a security best practice, but encrypting the container and the data it contains can provide a reasonable security layer even if the device itself is not fully encrypted. Remote wipe is helpful if devices are lost or stolen, but the end user may not be okay with having the entire device wiped, and there are ways to work around remote wipes, including blocking cellular and Wi-Fi signals."
Objective-3,127,CH3_SEIDL,"Murali is looking for an authentication protocol for his network. He is very concerned about highly skilled attackers. As part of mitigating that concern, he wants an authentication protocol that never actually transmits a user’s password, in any form. Which authentication protocol would be a good fit for Murali’s needs?",,A. CHAP , B. Kerberos , C. RBAC , D. Type II,B,"Kerberos does not send the users password across the network. When the user’s name is sent to the authentication service, the service retrieves the hash of the user’s password from the database, and then uses that as a key to encrypt data to be sent back to the user. The user’s machine takes the password that the user entered, hashes it, and then uses that as a key to decrypt what was sent back by the server. Challenge Handshake Authentication Protocol (CHAP) sends the user’s password in an encrypted form. RBAC is an access control model, not an authentication protocol. Type II authentication is something you have, such as a key or card."
Objective-3,128,CH3_SEIDL,"As part of the certificate issuance process from the CA that her company works with, Marie is required to prove that she is a valid representative of her company. The CA goes through additional steps to ensure that she is who she says she is and that her company is legitimate, and not all CAs can issue this type of certificate. What type of certificate has she been issued?",,A. An EV certificate , B. A domain-validated certificate , C. An organization validation certificate , D. An OCSP certificate,A,"EV, or extended validation, certificates prove that the X.509 certificate has been issued to the correct legal entity. In addition, only specific certificate authorities (Cas) can issue EV certificates. Domain-validated certificates require proof that you have control of the domain, such as setting the DNS TXT record or responding to an email sent to a contact in the domain’s Whois record. An organizational validation certificate requires either domain validation and additional proof that the organization is a legal entity. OCSP certificates were made up for this question."
Objective-3,129,CH3_SEIDL,Mark wants to provide a wireless connection with the highest possible amount of bandwidth. Which of the following should he select?,,A. LTE cellular , B. Bluetooth , C. NFC , D. 802.11ac Wi-Fi,D,"Wi-Fi 5 networks can provide theoretical throughput up to 3.5 Gbps megabits per second, although newer standards like Wi-Fi 6 continue to push this higher. The next fastest wireless standard listed is LTE cellular with theoretical throughputs around 50 megabits per second. When bandwidth is important, Wi-Fi will tend to win, although 5G cellular networks under ideal conditions may rival Wi-Fi."
Objective-3,130,CH3_SEIDL,What is the primary advantage of cloud-native security solutions when compared to thirdparty solutions deployed to the same cloud environment?,,A. Lower cost , B. Better security , C. Tighter integration , D. All of the above,C,"The cost of applications and the quality of the security implementation can vary based on the vendor and product, but cloud-native security solutions will generally have better and deeper integration into the cloud platform than third-party solutions will. Vendor diversity in designs may still drive other choices, but those are conscious design decisions."
Objective-3,131,CH3_SEIDL,Ed needs to securely connect to a DMZ from an administrative network using Secure Shell (SSH). What type of system is frequently deployed to allow this to be done securely across security boundaries for network segments with different security levels?,,A. An IPS , B. A NAT gateway , C. A router , D. A jump box,D,"Jump boxes are a common solution for providing access to a network with a different security profile. In this case, Ed can deploy a jump box in the demilitarized zone (DMZ) to allow users within his administrative zone to perform tasks without directly connecting to the world-exposed DMZ. This helps keep administrative systems secure and allows him to focus on the security of the jump box, while also making it easier to monitor and maintain. An intrusion prevention system (IPS) is used to monitor and block unwanted traffic, but isn’t used for remote access. A NAT gateway performs network address translation and is placed between networks but is not typically used to provide secure connections between networks. Instead, it serves to reduce the number of public IP addresses used and to provide some limited security for systems behind it. Routers are used to connect to networks but are not used to provide secure access as described in the question."
Objective-3,132,CH3_SEIDL,"You work for a social media website. You wish to integrate your users’ accounts with other web resources. To do so, you need to allow authentication to be used across different domains, without exposing your users’ passwords to these other services. Which of the following would be most helpful in accomplishing this goal?",,A. Kerberos , B. SAML , C. OAuth , D. OpenID,C,"OAuth (Open Authorization) is an open standard for token-based authentication and authorization on the Internet and allows an end user’s account information to be used by third-party services, without exposing the user’s password. Kerberos is a network authentication protocol and not used for cross-domain/service authentication. Security Assertion Markup Language (SAML) is an XML-based, open-standard data format for exchanging authentication and authorization data between parties. OpenID is an authentication service often provided by a third party, and it can be used to sign into any website that accepts OpenID. It would be possible for this to work, but only with websites that support OpenID, so it is not as good a solution as OAuth."
Objective-3,133,CH3_SEIDL,Christina wants to ensure that session persistence is maintained by her load balancer. What is she attempting to do?,,A. Ensure that all of a client’s requests go to the same server for the duration of a given session or transaction. , B. Assign the same internal IP address to clients whenever they connect through the load balancer. , C. Ensure that all transactions go to the current server in a round-robin during the time is is the primary server. , D. Assign the same external IP address to all servers whenever they are the primary server assigned by the load balancer.,A,Session persistence makes sure that all of a client’s traffic for a transaction or session goes to the same server or service. The remaining options do not properly describe how session persistence works.
Objective-3,134,CH3_SEIDL,Tara is concerned about staff in her organization sending email with sensitive information like customer Social Security numbers (SSNs) included in it. What type of solution can she implement to help prevent inadvertent exposures of this type of sensitive data?,,A. FDE , B. DLP , C. S/MIME , D. POP3S,B,"Data loss prevention (DLP) tools allow sensitive data to be tagged and monitored so that if a user attempts to send it, they will be notified, administrators will be informed, and if necessary, the data can be protected using encryption or other protection methods before it is sent. Full-disk encryption (FDE) would protect data at rest, and S/MIME and POP3S would protect mail being retrieved from a server but would not prevent the SSNs from being sent."
Objective-3,135,CH3_SEIDL,"Jennifer is considering using an infrastructure as a service cloud provider to host her organization’s web application, database, and web servers. Which of the following is not a reason that she would choose to deploy to a cloud service?",,A. Support for high availability , B. Direct control of underlying hardware , C. Reliability of underlying storage , D. Replication to multiple geographic zones,B,"While infrastructure as a service (IaaS) vendors often provide strong support for high availability, including replication to multiple geographic zones or regions, as well as highly reliable and secure storage, they do not allow direct access to the underlying hardware in most instances. If Jennifer requires direct access to hardware, she will need to deploy to a datacenter where she can retain access to the physical servers."
Objective-3,136,CH3_SEIDL,This image shows an example of a type of secure management interface. What term describes using management interfaces or protected alternate means to manage devices and systems? Switch Network ports Remote console access Console port,,A. A DMZ , B. Out-of-band management , C. In-band management , D. A TLS,B,"Out-of-band (OOB) management uses separate management interfaces, as shown in the figure, or a different connectivity method than the normal connection to provide a secure means of managing systems. A DMZ, or demilitarized zone, is a security zone that is typically exposed to the world and is thus less trusted and more exposed. In-band management uses common protocols like Secure Shell (SSH) or HTTPS to manage devices via their normal interfaces or network connections. Transport Layer Security (TLS) is a security protocol, not a management interface."
Objective-3,137,CH3_SEIDL,Chris has provided the BitLocker encryption keys for computers in his department to his organization’s security office so that they can decrypt computers in the event of a breach of investigation. What is this concept called?,,A. Key escrow , B. A BitLocker Locker , C. Key submission , D. AES jail,A,"Key escrow provides encryption keys to a third party so that they can be released to an appropriate party if certain conditions are met. Although this means that the keys are out of the control of the owning or responsible party, in many cases the need to have a recoverable or accessible way to get to the keys overrides the requirement to keep the keys in a single individual or organization’s hands. The remaining options were made up, but you may encounter the term “key recovery,” which is a process where law enforcement or other parties may recover keys when needed using a process that provides them with an access key or decryption key that may not be the same key as the key used by the original encryption user."
Objective-3,138,CH3_SEIDL,Marek has configured systems in his network to perform boot attestation. What has he configured the systems to do?,,A. To run only trusted software based on previously stored hashes using a chained boot process , B. To notify a BOOTP server when the system has booted up , C. To hash the BIOS of the system to ensure that the boot process has occurred securely , D. To notify a remote system or management tool that the boot process was secure using measurements from the boot process,D,"Boot attestation requires systems to track and measure the boot process and to then attest to a system that the process was secure. Secure boot, which is a related concept, allows only trusted software to be run using previously hashed values to ensure the process is secure. BOOTP and BIOS are not involved in this process, instead, Unified Extensible Firmware Interface (UEFI) firmware supports both secure boot and boot attestation."
Objective-3,139,CH3_SEIDL,"You have been asked to find an authentication service that is handled by a third party. The service should allow users to access multiple websites, as long as they support the thirdparty authentication service. What would be your best choice?",,A. OpenID , B. Kerberos , C. NTLM , D. Shibboleth,A,"The correct answer is that OpenID is an authentication service often done by a third party, and it can be used to sign into any website that accepts OpenID. Kerberos is a network authentication protocol for use within a domain. New Technology LAN Manager (NTLM) is an older Windows authentication protocol. Shibboleth is a single sign-on system, but it works with federated systems."
Objective-3,140,CH3_SEIDL,Which of the following steps is a common way to harden the Windows registry?,,A. Ensure the registry is fully patched. , B. Set the registry to read-only mode. , C. Disable remote registry access if not required. , D. Encrypt all user-mode registry keys.,C,"Disabling remote registry access for systems that do not require it can prevent remote registry modification and reads. This is a recommended best practice whenever possible, but some systems may require remote registry access for management or other reasons. The Windows registry is not independently patched, the registry needs to be readable and writable to have a functional Windows system, and there is no mode that encrypts user keys."
Objective-3,141,CH3_SEIDL,Lois is designing the physical layout for her wireless access point (WAP) placement in her organization. Which of the following items is not a common concern when designing a WAP layout?,,A. Determining construction material of the walls around the access points , B. Assessing power levels from other access points , C. Performing a site survey , D. Maximizing coverage overlap,D,"Maximizing coverage overlap would cause greater contention between access points.  Instead, installations should minimize overlap without leaving dead spots in important areas. Performing a site survey, controlling power levels and adjusting them to minimize contention, and designing around the construction materials of a building are all important parts of designing the physical layout and placement of WAPs. Fortunately, modern enterprise wireless networks have advanced intelligent features that help do many of these things somewhat automatically."
Objective-3,142,CH3_SEIDL,Gabby has been laid off from the organization that she has worked at for almost a decade.  Mark needs to make sure that Gabby’s account is securely handled after her last day of work. What can he do to her account as an interim step to best ensure that files are still accessible and that the account could be returned to use if Gabby returns after the layoff?,,A. Delete the account and re-create it when it is needed. , B. Disable the account and reenable it if it is needed. , C. Leave the account active in case Gabby returns. , D. Change the password to one Gabby does not know.,B,"Disabling the account is the best option to meet Mark’s needs. Disabling an account will leave it in a different state than an active account or one with a changed password, which should be noted by support staff if Gabby called and asked to change her password. That means that there is less risk of a disgruntled employee or an attacker successfully gaining access to the account. At the same time, disabling is less destructive than deleting the account, making it faster to restore and preserving her files and other materials. Most organizations will choose to have a time limit for how long an account can be in a disabled state without review or moving to another account state to help ensure that disabled accounts do not build up over time."
Objective-3,143,CH3_SEIDL,Mason is responsible for security at a company that has traveling salespeople. The company has been using ABAC for access control to the network. Which of the following is an issue that is specific to ABAC and might cause it to incorrectly reject logins?,,A. Geographic location , B. Wrong password , C. Remote access is not allowed by ABAC. , D. Firewalls usually block ABAC.,A,"Attribute-based access control (ABAC) looks at a group of attributes, in addition to the login username and password, to make decisions about whether or not to grant access. One of the attributes examined is the location of the person. Since the users in this company travel frequently, they will often be at new locations, and that might cause ABAC to reject their logins. Wrong passwords can certainly prevent login, but are not specific to ABAC.  ABAC does not prevent remote access, and a firewall can be configured to allow, or prohibit, any traffic you wish."
Objective-3,144,CH3_SEIDL,"Darrell is concerned that users on his network have too many passwords to remember and might write down their passwords, thus creating a significant security risk. Which of the following would be most helpful in mitigating this issue?",,A. Multifactor authentication , B. SSO , C. SAML , D. LDAP,B,"Single Sign-On (SSO) is designed specifically to address this risk and would be the most helpful. Users have only a single logon to remember; thus, they have no need to write down the password. OAuth (Open Authorization) is an open standard for token-based authentication and authorization on the Internet. It does not eliminate the use or need for multiple passwords. Multifactor authentication helps prevent risks due to lost passwords, but does not remove the need for multiple passwords by itself. Security Assertion Markup Language (SAML) and Lightweight Directory Access Protocol (LDAP) do not stop users from needing to remember multiple passwords."
Objective-3,145,CH3_SEIDL,"Frank is a security administrator for a large company. Occasionally, a user needs to access a specific resource that they don’t have permission to access. Which access control methodology would be most helpful in this situation?",,A. Mandatory access control (MAC) , B. Discretionary access control (DAC) , C. Role-based access control , D. Rule-based access control,D,"Rule-based access control applies a set of rules to an access request. Based on the application of the rules, the user may be given access to a specific resource that they were not explicitly granted permission to. MAC, DAC, and role-based access control wouldn’t give a user access unless that user has already been explicitly given that access."
Objective-3,146,CH3_SEIDL,"Ed is designing the security architecture for his organization’s move into an infrastructure as a service cloud environment. In his on-site datacenter, he has deployed a firewall in front of the datacenter network to protect it, and he has built rules that allow necessary services in, as well as outbound traffic for updates and similar needs. He knows that his cloud environment will be different. Which of the following is not a typical concern for cloud firewall designs?",,A. Segmentation requirements for virtual private clouds (VPCs) , B. Hardware access for updates , C. The cost of operating firewall services in the cloud , D. OSI layers and visibility of traffic to cloud firewalls,B,"Segmentation needs between multiple cloud virtual datacenters, the cost of operating the firewall service, and the visibility into traffic provided by the cloud service provider are all design elements Ed will need to consider. He won’t, however, need to worry about hardware access for updates. Instead, he is likely to either use a virtual cloud appliance or built-in firewall functionality provided by the cloud infrastructure service provider."
Objective-3,147,CH3_SEIDL,Amelia is looking for a network authentication method that can use digital certificates and does not require end users to remember passwords. Which of the following would best fit her requirements?,,A. OAuth , B. Tokens , C. OpenID , D. RBAC,B,"Tokens are physical devices that often contain cryptographic data for authentication.  They can store digital certificates for use with authentication. OAuth (Open Authorization) is an open standard for token-based authentication and authorization on the Internet. The user still must remember a password. OpenID is a third-party authentication service, and just as with OAuth, the user also still must remember a password. Role-based access control and rule-based access control (which both use the acronym RBAC) are access control models."
Objective-3,148,CH3_SEIDL,Damian has designed and built a website that is accessible only inside of a corporate network. What term is used to describe this type of internal resource?,,A. An intranet , B. An extranet , C. A DMZ , D. A TTL,A,"Internal services like this are part of an intranet, a network, or website only accessible to individuals and systems inside of a company. Extranets are private networks that allow access to partners or customers, but not to the general public. A demilitarized zone (DMZ) is a network segment exposed to the Internet or another untrusted network. A TTL is a network term that means time to live, and it determines how many hops a packet can make before it is no longer able to be sent to another hop."
Objective-3,149,CH3_SEIDL,"The firewall that Walter has deployed looks at every packet sent by systems that travel through it, ensuring that each packet matches the rules that it operates and filters traffic by.  What type of firewall is being described?",,A. Next generation , B. Stateless , C. Application layer , D. Stateful,B,"This question describes a stateless firewall, which looks at every packet to make decisions about what will be allowed through it. Stateful firewalls pay attention the conversations and allow packets in a conversation between devices to pass through once it has verified the initial exchange. Next-generation firewalls (NGFWs) build in a wide variety of security services. Application-layer firewalls understand applications that run through them and provide deeper packet analysis capabilities to block unwanted application layer traffic."
Objective-3,150,CH3_SEIDL,Nancy wants to protect and manage her RSA keys while using a mobile device. What type of solution could she purchase to ensure that the keys are secure so that she can perform public key authentication?,,A. An application-based PKI , B. An OPAL-encrypted drive , C. A MicroSD HSM , D. An offline CA,C,"Hardware security modules are available as smartcards, microSD cards, and USB thumb drives in addition to their frequent deployment as appliances in enterprise use. Nancy could purchase a certified and tested MicroSD card–based HSM that would protect her keys in a secure way. An application-based public key infrastructure (PKI) would not provide the same level of security on most mobile devices without specially designed hardware, which is not mentioned in this problem. OPAL is a hardware-based encryption standard and does not provide key management, and an offline certificate authority (CA) would not help in this circumstance."
Objective-3,151,CH3_SEIDL,Oliver needs to explain the access control scheme used by both the Windows and Linux filesystems. What access control scheme do they implement by default?,,A. Role-based access control , B. Mandatory access control , C. Rule-based access control , D. Discretionary access control,D,"Both the Windows and Linux filesystems work based on a discretionary access control scheme where file and directory owners can determine who can access, change, or otherwise work with files under their control. Role-based access controls systems determine rights based on roles that are assigned to users. Rule-based access control systems use a series of rules to determine which actions can occur, and mandatory access control systems enforce control at the operating system level."
Objective-3,152,CH3_SEIDL,Stefan just became the new security officer for a university. He is concerned that student workers who work late on campus could try to log in with faculty credentials. Which of the following would be most effective in preventing this?,,A. Time-of-day restrictions , B. Usage auditing , C. Password length , D. Credential management,A,"Restricting each faculty account so that it is only usable when that particular faculty member is typically on campus will prevent someone from logging in with that account after hours, even if they have the password. Usage auditing may detect misuse of accounts but will not prevent it. Longer passwords are effective security, but a longer password can still be stolen. Credential management is always a good idea, but it won’t address this specific issue."
Objective-3,153,CH3_SEIDL,Next-generation firewalls include many cutting-edge features. Which of the following is not a common next-generation firewall capability?,,A. Geolocation , B. IPS and/or IDS , C. Sandboxing , D. SQL injection,D,"Although next-generation firewalls provide may defensive capabilities, SQL injection is an attack instead of a defense. In addition to geolocation, intrusion detection system (IDS) and intrusion prevention system (IPS), and sandboxing capabilities, many next-generation firewalls include web application firewalls, load balancing, IP reputation and URL filtering, and antimalware and antivirus features."
Objective-3,154,CH3_SEIDL,"Greg knows that when a switch doesn’t know where a node is, it will send out a broadcast to attempt to find it. If other switches inside its broadcast domain do not know about the node, they will also broadcast that query, and this can create a massive amount of traffic that can quickly amplify out of control. He wants to prevent this scenario without causing the network to be unable to function. What port-level security feature can he enable to prevent this?",,A. Use ARP blocking. , B. Block all broadcast packets. , C. Enable storm control. , D. None of the above,C,"Enabling storm control on a switch will limit the amount of total bandwidth that broadcast packets can use, preventing broadcast storms from taking down the network. Blocking Address Resolution Protocol (ARP) would prevent systems from finding each other, and blocking all broadcast packets would also block many important network features."
Objective-3,155,CH3_SEIDL,Isaac is designing his cloud datacenter’s public-facing network and wants to properly implement segmentation to protect his application servers while allowing his web servers to be accessed by customers. What design concept should he apply to implement this type of secure environment?,,A. A reverse proxy server , B. A DMZ , C. A forward proxy server , D. A VPC,B,"Demilitarized zones (DMZs) remain a useful concept when designing cloud environments, although the technical implementation may vary, since cloud providers may have secure web services, load-balancing capabilities or other features that make DMZs look different. Proxy servers are useful for controlling, filtering, and relaying traffic, but they do not provide the full segmentation that Isaac is looking for. A VPC is a virtual datacenter and will typically contain his infrastructure but does not specifically address these needs."
Objective-3,156,CH3_SEIDL,Jennifer is concerned that some people in her company have more privileges than they should. This has occurred due to people moving from one position to another and having cumulative rights that exceed the requirements of their current jobs. Which of the following would be most effective in mitigating this issue?,,A. Permission auditing , B. Job rotation , C. Preventing job rotation , D. Separation of duties,A,"A permissions audit will find what permissions each user has and compare that to their job requirements. Permission audits should be conducted periodically. Job rotation, though beneficial for other security reasons, will actually exacerbate this problem. It is impractical to forbid anyone from ever changing job roles, and separation of duties would have no impact on this issue."
Objective-3,157,CH3_SEIDL,Susan has been tasked with hardening the systems in her environment and wants to ensure that data cannot be recovered from systems if they are stolen or their disk drives are stolen and accessed. What is her best option to ensure data security in these situations?,,A. Deploy folder-level encryption. , B. Deploy full-disk encryption. , C. Deploy file-level encryption. , D. Degauss all the drives.,B,"Susan’s best option is to deploy full-disk encryption (FDE), which will ensure that the entire drive is encrypted, rather than just specific folders or files. Degaussing magnetic drives will wipe them, rather than protecting data."
Objective-3,158,CH3_SEIDL,"Chloe has noticed that users on her company’s network frequently have simple passwords made up of common words. Thus, they have weak passwords. How could Chloe best mitigate this issue?",,A. Increase minimum password length. , B. Have users change passwords more frequently. , C. Require password complexity. , D. Implement Single Sign-On (SSO).,C,"Password complexity requires that passwords have a mixture of uppercase letters, lowercase letters, numbers, and special characters. This would be the best approach to correct the problem described in the question. Longer passwords are a good security measure but will not correct the issue presented here. Changing passwords won’t make those passwords any stronger, and Single Sign-On (SSO) will have no effect on the strength of passwords."
Objective-3,159,CH3_SEIDL,Which Wi-Fi protocol implements simultaneous authentication of equals (SAE) to improve on previous security models?,,A. WEP , B. WPA , C. WPA2 , D. WPA3,D,"WPA3’s Personal mode replaces the preshared key mode found in WPA2 with simultaneous authentication of equals. This makes weak passphrase or password attacks harder to conduct and allows for greater security when devices are conducting their initial key exchange. WEP, WPA, and WPA2 do not implement SAE."
Objective-3,160,CH3_SEIDL,"Megan wants to set up an account that can be issued to visitors. She configures a kiosk application that will allow users in her organization to sponsor the visitor, set the amount of time that the user will be on-site, and then allow them to log into the account, set a password, and use Wi-Fi and other services. What type of account has Megan created?",,A. A user account , B. A shared account , C. A guest account , D. A service account,C,"Megan has created a guest account. Guest accounts typically have very limited privileges and may be set up with limited login hours, an expiration date, or other controls to help keep them more secure. User accounts are the most common type of account and are issued to individuals to allow them to log into and use systems and services. Shared accounts are used by more than one person, making it difficult to determine who used the account.  A service account is typically associated with a program or service running on a system that requires rights to files or other resources."
Objective-3,161,CH3_SEIDL,Henry wants to deploy a web service to his cloud environment for his customers to use. He wants to be able to see what is happening and stop abuse without shutting down the service if customers cause issues. What two things should he implement to allow this?,,A. An API gateway and logging , B. API keys and logging via an API gateway , C. An API-centric IPS and an API proxy , D. All of the above,B,"API keys allow individual customers to authenticate to the API service, which means that if there is a problem Henry can disable the problematic API keys rather than all users.  Enabling logging using a service like Amazon’s API Gateway allows scalability, logging, and monitoring, as well as tools like web application firewalls. An API proxy and API-centric intrusion prevention system (IPS) were made up for this question."
Objective-3,162,CH3_SEIDL,Patrick has been asked to identify a UTM appliance for his organization. Which of the following capabilities is not a common feature for a UTM device?,,A. IDS and or IPS , B. Antivirus , C. MDM , D. DLP,C,"UTM, or unified threat management, devices commonly serve as firewalls, intrusion detection system (IDS)/intrusion prevention system (IPS), antivirus, web proxies, web application and deep packet inspection, secure email gateways, data loss prevention (DLP), security information and event management (SIEM), and even virtual private networking (VPN) devices. They aren’t mobile device management (MDM) or universal endpoint management devices, however, since their primary focus is on network security, not systems or device management."
Objective-3,163,CH3_SEIDL,A companywide policy is being created to define various security levels. Which of the following systems of access control would use documented security levels like Confidential or Secret for information?,,A. RBAC , B. MAC , C. DAC , D. BAC,B,Mandatory access control (MAC) is based on documented security levels associated with the information being accessed. Role-based access control (RBAC) is based on the role the user is placed in. Discretionary access control (DAC) lets the data owner set access control.  BAC is not an access control model.
Objective-3,164,CH3_SEIDL,"This image shows a type of proxy. What type of proxy is shown? User sends a connection request, and the proxy responds, and terminates the initial connection request. Proxy sends the request to the remote server destination, applying policies as required.",,A. A forward proxy , B. A boomerang proxy , C. A next generation proxy , D. A reverse proxy,A,"This image shows a forward proxy, which can be used to apply policies to user requests sent to web servers and other services. Reverse proxies act as gateways between users and application servers, allowing content caching and traffic manipulation. They are often used by content delivery networks to help with traffic management."
Objective-3,165,CH3_SEIDL,"Gurvinder is reviewing log files for authentication events and notices that one of his users has logged in from a system at his company’s home office in Chicago. Less than an hour later, the same user is recorded as logging in from an IP address that geo-IP tools say comes from Australia. What type of issue should he flag this as?",,A. A misconfigured IP address ," B. An impossible travel time, risky login issue ", C. A geo-IP lookup issue , D. None of the above,B,"This type of potential security issue is typically recorded as an impossible travel time/ risky login issue. Gurvinder would not expect the user to have traveled between two locations in an hour—in fact, it is impossible to do so. That means he needs to contact the user to find out if they may have done something like use a VPN, or if their account may be compromised. It is possible this could be an issue with the geo-IP system that Gurvinder’s company uses, but he needs to treat it like a security risk until he determines otherwise, and a compromise is more likely in most cases. A misconfigured IP address would not cause this issue."
Objective-3,166,CH3_SEIDL,Users in your network are able to assign permissions to their own shared resources. Which of the following access control models is used in your network?,,A. DAC , B. RBAC , C. MAC , D. ABAC,A,"Discretionary access control (DAC) allows data owners to assign permissions. Rolebased access control (RBAC) assigns access based on the role the user is in. Mandatory access control (MAC) is stricter and enforces control at the OS level. Attribute-cased access control (ABAC) considers various attributes such as location, time, and computer in addition to username and password."
