Chapter,Number,Source,Value,Media,A,B,C,D,CorrectAnswer,Explanation
Objective-4,120,CH4_SEIDL,"Susan has been reading about a newly discovered exploit, and wants to test her IPS rules to see if the sample code will work. In order to use the exploit, she needs to send a specifically crafted UDP packet to a DHCP server. What tool can she use to craft and send this test exploit to see if it is detected? ",,A. hping , B. scanless , C. curl , D. pathping    ,A,The only tool on this list that can be used to craft packets is hping. Susan could use the sample code or exploit by building the necessary packet with hping and then sending it to a Dynamic Host Configuration Protocol (DHCP) server in her network while monitoring with her intrusion prevention system (IPS). She may want to capture all of her traffic with Wireshark or tcpdump to observe what happens on both ends too!
Objective-4,121,CH4_SEIDL,Valerie wants to check to see if a SQL injection attack occurred against her web application on a Linux system. Which log file should she check for this type of information?  ,,A. The security log , B. The DNS log , C. The auth log , D. The web server log    ,D,"SQL injection attempts are sent as HTTP or HTTPS requests to a web server, meaning that Valerie will be able to see the attacks in the web server log. Domain Name System (DNS) logs, if available, will not show these. Auth logs show logins, not web or SQL Server queries or requests. Unlike Windows, there is no security log file for Linux, although there is a secure log for some systems."
Objective-4,122,CH4_SEIDL,Olivia’s company has experienced a breach and believes that the attackers were able to access the company’s web servers. There is evidence that the private keys for the certificates for the server were exposed and that the passphrases for the certificates were kept in the same directory. What action should Olivia take to handle this issue?  ,,A. Revoke the certificates. , B. Change the certificate password. , C. Change the private key for the certificate. , D. Change the public key for the certificate.    ,A,"If the private key and the passphrase for a certificate are exposed, the certificate should be revoked. A new certificate will need to be issued, but the certificate cannot be trusted and revocation is the first step to handle the issue properly. Changing the password will not help, and changing the private or public key will require a new certificate."
Objective-4,123,CH4_SEIDL,Jean’s company is preparing for litigation with another company that they believe has caused harm to Jean’s organization. What type of legal action should Jean’s lawyer take to ensure that the company preserves files and information related to the legal case? ,,A. A chain of custody demand letter , B. An e-discovery notice , C. A legal hold notice , D. An order of volatility    ,C,A legal hold notice will inform the company that they must preserve and protect information related to the case. None of the other items are terms used in this process.
Objective-4,124,CH4_SEIDL,Cynthia wants to display all of the active connections on a Windows system. What command can she run to do so?  ,,A. route , B. netstat -a , C. netstat -c , D. hping    ,B,"netstat can show all active connections, and using the -a flag will do so. netstat does not provide a -c command flag. The route command is used to modify and display the system’s routing table. hping is a packet analyzer and packet building tool often used to craft specific packets as part of penetration tests and attacks."
Objective-4,125,CH4_SEIDL,What type of mitigation places a malicious file or application in a safe location for future review or study?  ,,A. Containment , B. Quarantine , C. Isolation , D. Deletion    ,B,"A quarantine setting will place a malicious or suspect file in a safe location and will keep it there until a set timeframe has passed or until an administrator takes action to deal with it. This can allow you to further analyze the file or to restore it if it was an incorrect identification or if the file is needed for another purpose. Containment is used to limit the extent of an incident or attack, isolation keeps a system or device from connecting to or accessing others, and deleting a file wouldn’t keep it around."
Objective-4,126,CH4_SEIDL,What location is commonly used for Linux swap space? ,,A. \root\swap , B. \etc\swap , C. \proc\swap , D. A separate partition    ,D,"Although Linux systems can use a file for swap space, a common solution is to use a separate partition for swap space."
Objective-4,127,CH4_SEIDL,Marco is conducting a forensic investigation and is preparing to pull eight different storage devices from computers that he will analyze. What should he use to track the drives as he works with them?  ,,"A. Tags with system, serial number, and other information ", B. MD5 checksums of the drives , C. Timestamps gathered from the drives , D. None of the above; the drives can be identified by the data they contain    ,A,"Tracking multiple drives requires careful inventory, evidence handling logging, and tagging of the drives to ensure that they are the right drive and that they are tracked throughout the forensic investigation. Marco should carefully tag each of the drives and ensure that those tags are used throughout the investigation."
Objective-4,128,CH4_SEIDL,Isaac executes the following command using netcat: nc -v 10.11.10.1 1-1024 What has he done? ,,A. Opened a web page , B. Connected to a remote shell , C. Opened a local shell listener , D. Performed a port scan    ,D,"The -v flag for netcat sets it to verbose mode. That means that Isaac has attempted to connect to every port from 1 to 1024 on 10.11.10.1 using netcat. Since there are no other flags or options, it will simply try to connect, and then provide a verbose result about what happened, resulting in a simple but effective port scan."
Objective-4,129,CH4_SEIDL,Tony works for a large company with multiple sites. He has identified an incident in progress at one site that is connected to the organization’s multisite intranet. Which of the following options is best suited to preserving the organization’s function and protecting it from issues at that location?  ,,A. Isolation , B. Containment , C. Segmentation , D. None of the above    ,B,"Tony’s best option is likely containment. He may want to remove that location from the corporate network or to prevent most traffic from being permitted until he can take a deeper look into what is going on. If he isolated the entire site, he might disrupt critical business operations, and segmentation would have been more appropriate before the event occurred."
Objective-4,130,CH4_SEIDL,Which of the following environments is least likely to allow a right-to-audit clause in a contract?  ,,A. A datacenter co-location facility in your state , B. A rented facility for a corporate headquarters , C. A cloud server provider , D. A datacenter co-location facility in the same country but not the same state    ,C,"Right-to-audit clauses are commonly accepted as part of service and leasing contracts regardless of location for datacenter co-location and facility rental contracts. Cloud service providers, however, are less likely to sign a right-to-audit contract. Instead, they may provide third-party audit data to customers or even to potential customers."
Objective-4,131,CH4_SEIDL,"Alaina’s organization has been suffering from successful phishing attacks, and Alaina notices a new email that has arrived with a link to a phishing site. What response option from the following will be most likely to stop the phishing attack from succeeding against her users? ",,A. A WAF , B. A patch , C. An allow list , D. A URL filter    ,D,"The best option for Alaina would be to use a URL filter to block users from visiting the link in the phishing email. A WAF, or web application firewall, is designed to prevent attacks against a web application. Patching can help stop exploits of vulnerable services or systems, but this is a phishing attack, and an allow list lists allowed items, not blocked items, and limiting which websites an entire company can visit is almost impossible in most circumstances."
Objective-4,132,CH4_SEIDL,Ben writes down the checklist of steps that his organization will perform in the event of a cryptographic malware infection. What type of response document has he created?  ,,A. A playbook , B. A DR plan , C. A BC plan , D. A runbook    ,A,"Playbooks list the actions that an organization will take as part of a response process.  A runbook lists the steps required to perform an action like notification, removing malware, or similar tasks. Playbooks tend to be used to document processes, whereas runbooks tend to be used for specific actions. A disaster recovery (DR) plan is used to recover from disasters, and a business continuity (BC) plan is used to ensure that the organization continues to function."
Objective-4,133,CH4_SEIDL,Which of the following is not information that can be gathered from a system by running the arp command?  ,,A. The IP address of the local system , B. The MAC addresses of recently resolved external hosts , C. Whether the IP address is dynamic or static , D. The MAC addresses of recently resolved local hosts    ,B,"Since MAC addresses are only visible within a broadcast domain (local network), the MAC addresses of external hosts cannot be retrieved using the arp command. The MAC addresses for local systems, the IP addresses of the local host, and whether they are dynamic or static can all be determined using the arp command."
Objective-4,134,CH4_SEIDL,What log will journalctl provide Selah access to? ,,A. The event log , B. The auth log , C. The systemd journal , D. The authentication journal    ,C,"The journalctl tool is used to query the systemd journal. On systemd-enabled Linux distributions, the journal contains kernel and boot messages as well as syslog messages and messages from services."
Objective-4,135,CH4_SEIDL,What phase of the incident response process often involves adding firewall rules and patching systems to address the incident?  ,,A. Preparation , B. Eradication , C. Recovery , D. Containment    ,C,"The recovery phase often involves adding firewall rules and patching systems in addition to rebuilding systems. Although preparation may involve configuring firewall rules or regular patching, it does not do so in response to an incident. Containment might involve both but is less likely to, since the focus will be on broader fixes, and eradication works to remove the threat."
Objective-4,136,CH4_SEIDL,"Gary wants to use a tool that will allow him to download files via HTTP and HTTPS, SFTP, and TFTP from within the same script. Which command-line tool should he pick from the following list? ",,A. curl , B. hping , C. theHarvester , D. nmap    ,A,"The curl command-line tool supports downloads and uploads from a wide variety of services, and it would be the ideal solution for this scenario. hping is used for crafting packets, nmap is a port scanner, and theHarvester is an open source intelligence gathering tool, none of which meet Gary’s needs."
Objective-4,137,CH4_SEIDL,Tim wants to check the status of malware infections in his organization using the organization’s security information and event management (SIEM) device. What SIEM dashboard will tell him about whether there are more malware infections in the past few days than normal?  ,,A. The alerts dashboard , B. The sensors dashboard , C. The trends dashboard , D. The bandwidth dashboard    ,C,"Gary should look at the trend information for malware detections to check to see if there are more infections being detected than during recent weeks. This can be a useful indicator of a change, either due to a new malware technique or package, a successful attack that has resulted in staff members clicking on malicious links or opening malicious emails, or other paths into the organization. Gary could then check with users whose systems reported the malware to see what had occurred. Alerts might show the infections but would not show the data over time as easily as trends. Sensors will show individual places data is gathered, and bandwidth dashboards can show useful information about which systems are using more or less bandwidth, but the trends dashboard remains the right place for him to look in this situation."
Objective-4,138,CH4_SEIDL,Warren is gathering information about an incident and wants to follow up on a report from an end user. What digital forensic technique is often used when end users are a key part of the initial incident report? ,,A. Email forensics , B. Interviews , C. Disk forensics , D. Chain of custody    ,B,"Although it can be easy to focus on the digital part of digital forensics, interviews with end users and others involved in an incident can be a key element of a forensic investigation. Investigators still need to gather information and record what they found, but an interview can provide firsthand knowledge and additional details that may not be able to be recovered via technical means like email or disk forensics. A chain of custody does not provide information about reports from end users."
Objective-4,139,CH4_SEIDL,Aaron wants to use a multiplatform logging tool that supports both Windows and Unix/ Linux systems and many log formats. Which of the following tools should he use to ensure that his logging environment can accept and process these logs?  ,,A. IPFIX , B. NXLog , C. syslog , D. journalctl    ,B,"The only option on this list that supports Aaron’s requirements is NXLog. Syslog can receive Windows events if they are converted to syslog, but it isn’t a native feature. IPFIX is a network flow standard, and journalctl is used to access the systemd journal."
Objective-4,140,CH4_SEIDL,Which of the following is not a common type of incident response exercise?  ,,A. Drills , B. Simulations , C. Tabletop , D. Walk-throughs    ,A,"Typical exercise types for most organizations include simulations that emulate an actual incident response process, walk-throughs that guide staff through an event, and tabletop exercises that are gamed out without taking actual action. Drills are classified as more focused on specific actions or functions, and they are less common because they can result in inadvertent action or mistakes and do not cover the breadth of an incident."
Objective-4,141,CH4_SEIDL,Susan needs to run a port scan of a network. Which of the following tools would not allow her to perform that type of scan?  ,,A. netstat , B. netcat , C. nmap , D. Nessus    ,A,"Of the options listed, netstat is the only tool that will not perform a port scan."
Objective-4,142,CH4_SEIDL,What term belongs at point A on the Diamond Model of Intrusion Analysis shown below?  A 4. Netblock ownership points to adversary’s identity 5. Adversary identity helps security staff determine threat model and additional capabilities 2. Logs show source IP of attacker Infrastucture Capability 3. SIEM logs show other activity by the same netblock 1. Victim discovers compromised system Victim   ,,A. Opponent , B. Target , C. Adversary , D. System    ,C,"The top of the diamond should be labeled Adversary, one of the four vertices on the Diamond model."
Objective-4,143,CH4_SEIDL,The government agency that Vincent works for has received a Freedom of Information Act (FoIA) request and needs to provide the requested information from its email servers. What is this process called?,,A. Email forensics , B. An inquisition , C. e-discovery , D. Provenance ,C,"Electronic discovery, or e-discovery, is the legal proceeding involved in litigation, FoIA requests, and similar efforts that produce information in electronic form. Email forensics could be required to recover data in an investigation, but there is no indication in the question of any need for forensic investigation. Inquisitions and provenance are not concepts for the Security+ exam."
